,0
2010-08-01,2.060381550761382
2010-08-02,3.250318541007133
2010-08-03,3.622610404571406
2010-08-04,2.2094326135099513
2010-08-05,3.8380865486634295
2010-08-06,1.2804492895748298
2010-08-07,1.6277178097682916
2010-08-08,2.312719459735985
2010-08-09,3.2994196405886087
2010-08-10,3.2390931967972625
2010-08-11,2.030304052048741
2010-08-12,1.9351982221332855
2010-08-13,3.8733695506220993
2010-08-14,2.7887650386140703
2010-08-15,2.4988568486225105
2010-08-16,2.1301217175865554
2010-08-17,2.748932159856272
2010-08-18,2.7864715687188335
2010-08-19,2.9531454190566566
2010-08-20,2.267561797305266
2010-08-21,2.4145938468508095
2010-08-22,2.272857695871748
2010-08-23,2.501685581658899
2010-08-24,5.512541593590948
2010-08-25,1.9084462481974496
2010-08-26,1.3907058417087712
2010-08-27,3.343804233415562
2010-08-28,1.9535712664415055
2010-08-29,2.7064614714166315
2010-08-30,2.8826597157309206
2010-08-31,3.697865097067685
