date,PSF
2017-01-31,81017.5
2017-01-31,83925.0
2017-01-31,85768.0
2017-01-31,84619.0
2017-01-31,82465.5
2017-01-31,78940.0
2017-01-31,74660.0
2017-02-01,73426.25
2017-02-01,71415.75
2017-02-01,70196.75
2017-02-01,69732.5
2017-02-01,70013.5
2017-02-01,71645.5
2017-02-01,76058.25
2017-02-01,82440.25
2017-02-01,84963.25
2017-02-01,84506.75
2017-02-01,84256.25
2017-02-01,83820.0
2017-02-01,82987.5
2017-02-01,82381.25
2017-02-01,81934.25
2017-02-01,81431.0
2017-02-01,81178.0
2017-02-01,82863.0
2017-02-01,86248.0
2017-02-01,87697.75
2017-02-01,86915.0
2017-02-01,85013.25
2017-02-01,81689.25
2017-02-01,77584.75
2017-02-02,75461.6
2017-02-02,73224.0
2017-02-02,71986.0
2017-02-02,71451.4
2017-02-02,71809.0
2017-02-02,73391.6
2017-02-02,78132.6
2017-02-02,85133.8
2017-02-02,87851.8
2017-02-02,87571.4
2017-02-02,87273.2
2017-02-02,86664.8
2017-02-02,85810.0
2017-02-02,84958.8
2017-02-02,84332.4
2017-02-02,84339.8
2017-02-02,84192.0
2017-02-02,86202.4
2017-02-02,90062.2
2017-02-02,91541.2
2017-02-02,90790.6
2017-02-02,89040.4
2017-02-02,85798.4
2017-02-02,81449.2
2017-02-03,80042.66666666667
2017-02-03,78095.33333333333
2017-02-03,76978.66666666667
2017-02-03,76508.66666666667
2017-02-03,76890.66666666667
2017-02-03,78727.66666666667
2017-02-03,83640.33333333333
2017-02-03,90301.33333333333
2017-02-03,93060.66666666667
2017-02-03,92939.66666666667
2017-02-03,92914.33333333333
2017-02-03,92271.33333333333
2017-02-03,91156.0
2017-02-03,89783.33333333333
2017-02-03,88878.66666666667
2017-02-03,87654.0
2017-02-03,87015.33333333333
2017-02-03,88102.0
2017-02-03,91391.0
2017-02-03,92560.0
2017-02-03,91470.0
2017-02-03,89850.66666666667
2017-02-03,87202.66666666667
2017-02-03,83754.0
2017-02-04,79066.5
2017-02-04,77270.5
2017-02-04,75717.5
2017-02-04,74948.0
2017-02-04,74808.5
2017-02-04,75520.0
2017-02-04,77411.5
2017-02-04,80268.5
2017-02-04,82399.5
2017-02-04,84105.0
2017-02-04,85016.0
2017-02-04,84341.5
2017-02-04,82907.5
2017-02-04,81175.0
2017-02-04,79875.0
2017-02-04,78760.0
2017-02-04,78490.5
2017-02-04,79662.5
2017-02-04,83007.5
2017-02-04,84258.5
2017-02-04,83033.5
2017-02-04,81205.5
2017-02-04,78895.0
2017-02-04,76261.0
2017-02-05,73010.0
2017-02-05,71226.33333333333
2017-02-05,69784.0
2017-02-05,68778.33333333333
2017-02-05,68334.0
2017-02-05,68368.66666666667
2017-02-05,69331.66666666667
2017-02-05,71408.66666666667
2017-02-05,72909.33333333333
2017-02-05,74439.66666666667
2017-02-05,75019.66666666667
2017-02-05,74705.66666666667
2017-02-05,74314.66666666667
2017-02-05,73805.0
2017-02-05,73139.33333333333
2017-02-05,72858.33333333333
2017-02-05,73040.0
2017-02-05,75239.33333333333
2017-02-05,79159.0
2017-02-05,79864.0
2017-02-05,79073.33333333333
2017-02-05,77679.0
2017-02-05,75415.33333333333
2017-02-05,72803.66666666667
2017-02-06,69643.0
2017-02-06,67685.66666666667
2017-02-06,66682.0
2017-02-06,66446.0
2017-02-06,66819.0
2017-02-06,68532.33333333333
2017-02-06,73267.33333333333
2017-02-06,79436.0
2017-02-06,82062.33333333333
2017-02-06,82174.33333333333
2017-02-06,82562.0
2017-02-06,82562.66666666667
2017-02-06,82049.66666666667
2017-02-06,81653.33333333333
2017-02-06,81213.33333333333
2017-02-06,80490.0
2017-02-06,80422.0
2017-02-06,81888.0
2017-02-06,84717.0
2017-02-06,85671.33333333333
2017-02-06,84338.66666666667
2017-02-06,81911.66666666667
2017-02-06,78300.33333333333
2017-02-06,73783.33333333333
2017-02-07,68621.0
2017-02-07,66493.5
2017-02-07,65119.0
2017-02-07,64334.5
2017-02-07,64513.5
2017-02-07,66291.5
2017-02-07,70769.0
2017-02-07,77467.5
2017-02-07,80743.5
2017-02-07,81010.5
2017-02-07,81593.0
2017-02-07,82137.5
2017-02-07,82167.5
2017-02-07,82185.5
2017-02-07,82314.0
2017-02-07,82229.5
2017-02-07,82034.0
