,0
2021-11-01,7.629794207535648
2021-11-02,0.9697525020050536
2021-11-03,1.5542651405805268
2021-11-04,2.2620944782617123
2021-11-05,2.5184655341190685
2021-11-06,2.8337670169316818
2021-11-07,2.526996920421055
2021-11-08,4.455304679655706
2021-11-09,1.7283983806971566
2021-11-10,1.5981622623964382
2021-11-11,2.200964259748928
2021-11-12,2.6063842615740174
2021-11-13,1.085648199253073
2021-11-14,2.8860013183545985
2021-11-15,4.747031832369023
2021-11-16,2.4716304628620716
2021-11-17,1.4534375652112228
2021-11-18,2.554092260831892
2021-11-19,3.0662838840574564
2021-11-20,3.79230009675005
2021-11-21,1.6874954231932595
2021-11-22,3.3898864555147505
2021-11-23,4.110751959881717
2021-11-24,3.5575873590195295
2021-11-25,7.739603332684765
2021-11-26,6.240575095407461
2021-11-27,4.4404434119668155
2021-11-28,2.7205743644651212
2021-11-29,3.8933294217944914
2021-11-30,1.5789179098614727
