,0
2021-08-01,13.533937883924827
2021-08-02,12.973904746234211
2021-08-03,13.64547495921278
2021-08-04,14.47670712005254
2021-08-05,14.436018762094493
2021-08-06,13.559024297095023
2021-08-07,13.729791643031744
2021-08-08,14.665322616253787
2021-08-09,14.266704695835939
2021-08-10,14.689017008782054
2021-08-11,13.523531787331185
2021-08-12,12.46099587447974
2021-08-13,11.914960164566768
2021-08-14,12.29697166642348
2021-08-15,14.521254076988143
2021-08-16,15.0600095599323
2021-08-17,14.967328181487478
2021-08-18,14.85760440120358
2021-08-19,14.601292463798806
2021-08-20,14.675611286780097
2021-08-21,12.627006652910064
2021-08-22,14.599629935589912
2021-08-23,16.765589404048843
2021-08-24,15.785890762934752
2021-08-25,14.815704180338635
2021-08-26,13.085140060835766
2021-08-27,12.915724869133967
2021-08-28,13.507581469257621
2021-08-29,12.545310436458603
2021-08-30,11.487772036227545
2021-08-31,11.838338231493168
