date,load1,load2,load3,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13,load14,load15,load16,load17,load18,load19,load20,load21,load22,load23,load24,load25,load26,load27,load28,load29,load30,load31,load32,load33,load34,load35,load36,load37,load38,load39,load40,load41,load42,load43,load44,load45,load46,load47,load48
2007-04-12,8018.77,7906.06,7720.91,7530.49,7337.28,6999.45,6640.89,6493.82,6349.2,6384.51,6410.45,6678.58,7031.87,7557.24,7978.97,8224.3,8573.42,8895.94,9065.16,9260.96,9377.67,9378.98,9347.39,9367.38,9396.43,9427.31,9455.85,9459.02,9431.65,9451.67,9405.92,9418.68,9364.11,9326.14,9255.8,9235.71,9523.21,9747.01,9651.93,9345.32,9186.19,8997.89,8788.83,8477.46,8198.02,8389.5,8261.83,8253.69
2007-04-13,8112.7,7929.31,7785.38,7631.32,7355.84,7008.6,6730.24,6513.56,6423.25,6382.3,6493.18,6702.39,7026.77,7520.15,7996.02,8188.3,8569.6,8869.95,9047.14,9193.33,9336.38,9387.15,9445.06,9417.58,9361.63,9413.49,9323.27,9340.9,9267.46,9243.02,9195.84,9100.62,9102.51,9086.53,9122.45,9082.59,9302.04,9447.4,9278.7,8934.75,8747.79,8601.91,8420.71,8233.69,8061.75,8228.9,8180.2,8241.29
2007-04-14,8125.42,7976.67,7836.01,7588.47,7368.27,6967.74,6659.5,6441.2,6288.44,6195.76,6260.12,6341.99,6468.8,6661.29,6919.6,7187.31,7622.73,7978.01,8303.34,8559.74,8567.03,8674.83,8600.36,8530.39,8469.6,8456.65,8387.78,8264.51,8260.9,8156.66,8135.59,8088.64,8134.34,8218.01,8196.92,8238.55,8656.34,8917.25,8723.19,8498.38,8227.94,8059.24,7921.67,7759.29,7619.1,7696.36,7601.06,7680.03
2007-04-15,7470.53,7290.84,7152.88,6989.53,6827.68,6480.39,6269.82,6098.58,6043.31,6004.35,5991.8,6039.72,6123.68,6215.48,6327.56,6621.76,6939.19,7275.12,7543.08,7798.8,7913.61,8075.12,8158.44,8144.59,8100.22,8124.56,8146.51,8077.88,8043.04,8011.18,8009.21,8003.19,8058.33,8102.8,8147.0,8293.98,8704.35,8976.98,8857.63,8646.31,8436.16,8270.29,8168.79,7913.85,7766.63,7753.51,7592.52,7581.03
2007-04-16,7342.76,7176.8,6969.49,6904.7,6796.66,6498.94,6310.36,6211.14,6215.85,6205.7,6362.44,6586.55,6914.89,7523.45,7891.29,8191.18,8580.66,8910.82,9190.9,9459.6,9592.28,9685.67,9751.5,9728.93,9743.32,9752.93,9730.22,9705.51,9706.19,9658.43,9571.84,9581.3,9609.06,9481.69,9460.48,9466.62,9776.5,9928.95,9713.59,9323.18,9114.1,8931.09,8796.92,8546.07,8302.95,8491.05,8320.89,8300.33
2007-04-17,8144.99,8029.21,7850.35,7671.19,7448.49,7073.77,6741.87,6590.77,6460.59,6466.45,6495.74,6750.93,7102.2,7665.88,8113.91,8274.53,8631.44,8947.9,9096.35,9386.6,9490.78,9595.17,9594.91,9592.21,9594.86,9599.39,9552.59,9584.02,9547.11,9538.16,9472.79,9423.71,9384.52,9374.39,9395.74,9426.02,9764.91,9814.7,9624.09,9331.8,9021.42,8868.59,8720.08,8414.42,8244.03,8382.89,8308.48,8236.23
2007-04-18,8175.19,7978.93,7825.67,7615.51,7396.35,6999.42,6713.66,6461.23,6368.89,6375.33,6465.22,6695.68,7035.42,7582.66,8076.26,8293.66,8664.91,9006.99,9190.59,9412.1,9440.11,9595.54,9635.33,9621.45,9631.31,9631.45,9631.42,9639.88,9633.2,9627.24,9612.67,9573.23,9499.7,9484.48,9480.78,9416.96,9716.06,9828.18,9619.9,9302.44,9069.87,8861.99,8673.97,8436.6,8253.24,8372.02,8239.94,8285.56
2007-04-19,8144.9,8014.66,7821.2,7631.8,7469.16,7106.15,6791.02,6592.1,6495.33,6485.58,6550.17,6801.79,7151.26,7644.77,8123.84,8343.64,8731.8,9007.53,9211.12,9435.27,9469.35,9503.34,9577.86,9590.21,9583.39,9627.06,9541.05,9562.19,9506.82,9456.25,9467.75,9465.65,9308.78,9305.91,9410.74,9489.28,9871.01,9980.29,9763.82,9534.21,9261.27,9140.09,8927.68,8566.4,8324.1,8470.65,8340.61,8323.17
2007-04-20,8195.56,8022.61,7840.26,7628.19,7395.21,7033.72,6772.56,6584.83,6483.49,6449.86,6556.81,6782.25,7112.98,7631.99,8108.65,8331.54,8778.3,9069.84,9284.84,9443.28,9586.57,9670.88,9684.37,9694.6,9673.15,9654.4,9620.25,9591.48,9562.45,9582.62,9528.02,9449.88,9359.27,9217.02,9275.79,9362.89,9665.18,9670.28,9465.41,9073.4,8888.48,8780.59,8619.92,8382.25,8168.9,8360.49,8305.26,8304.9
2007-04-21,8190.16,7991.27,7782.19,7569.43,7361.53,6969.4,6708.39,6470.17,6339.7,6345.11,6325.1,6434.68,6566.94,6800.97,7002.31,7278.62,7691.87,8013.84,8293.98,8532.37,8606.08,8664.35,8588.43,8568.09,8502.37,8412.69,8352.63,8299.99,8274.32,8238.28,8155.52,8122.3,8146.91,8200.34,8283.41,8383.66,8922.64,9021.18,8794.22,8515.92,8315.63,8167.29,8021.4,7875.26,7715.03,7757.41,7743.99,7720.34
2007-04-22,7582.59,7384.84,7222.88,7046.7,6885.46,6545.83,6332.93,6144.81,6114.76,6067.3,6102.05,6213.51,6239.36,6402.33,6506.63,6766.75,7062.93,7433.33,7717.35,7980.36,8121.64,8304.0,8278.71,8240.12,8262.57,8190.28,8170.59,8060.95,7987.35,7968.99,7964.34,7917.16,7980.13,8039.72,8146.96,8361.46,8865.24,9032.75,8898.73,8675.45,8410.29,8311.73,8141.6,7967.1,7795.56,7835.05,7695.07,7615.85
2007-04-23,7417.81,7205.5,7132.84,6979.93,6867.05,6579.12,6373.25,6255.65,6197.68,6232.9,6340.83,6601.98,6958.25,7608.1,8127.14,8408.7,8840.63,9068.38,9202.48,9415.15,9521.52,9600.1,9652.3,9600.23,9605.14,9568.28,9597.99,9594.94,9514.23,9456.83,9484.33,9461.1,9401.11,9465.38,9583.73,9810.39,10213.53,10140.97,9922.86,9600.25,9314.3,9185.2,8957.53,8742.85,8471.3,8593.88,8454.09,8402.34
2007-04-24,8268.5,8153.7,7939.25,7824.95,7580.61,7224.6,6882.05,6683.77,6561.72,6545.42,6664.79,6875.53,7225.5,7876.88,8436.06,8756.04,9116.36,9279.28,9337.4,9484.68,9527.2,9576.9,9577.11,9461.12,9468.0,9481.69,9467.49,9457.69,9401.29,9404.22,9358.02,9299.12,9313.17,9423.78,9536.29,9737.52,10194.81,10134.07,9928.05,9597.59,9338.18,9176.65,8945.09,8733.45,8476.53,8639.6,8547.72,8483.76
2007-04-25,8360.93,8149.51,8012.86,7790.7,7562.54,7178.2,6866.28,6605.05,6513.2,6449.27,6447.06,6504.16,6526.28,6735.4,6863.64,6937.86,7291.14,7572.11,7897.26,8153.05,8368.0,8518.65,8531.87,8516.23,8418.79,8455.14,8390.89,8368.21,8252.6,8162.07,8015.12,7873.18,8191.79,8351.65,8540.78,8815.25,9352.54,9392.54,9218.18,8929.15,8712.94,8527.52,8373.51,8143.19,7921.81,8015.87,7951.69,7920.93
2007-04-26,7878.63,7752.71,7628.85,7461.84,7207.12,6937.15,6607.96,6419.31,6284.29,6303.08,6350.12,6685.44,7032.5,7715.4,8367.93,8659.76,9069.79,9170.7,9193.16,9266.55,9347.31,9390.26,9361.34,9365.12,9327.49,9312.05,9210.68,9226.09,9164.97,9177.07,9085.73,9057.36,9027.18,9140.65,9239.45,9493.62,10150.86,10138.93,10009.52,9708.25,9534.72,9326.32,9122.39,8831.77,8588.5,8744.19,8502.4,8480.43
2007-04-27,8381.29,8157.07,8035.41,7768.96,7539.92,7178.93,6850.35,6653.25,6550.42,6492.1,6602.35,6865.75,7187.22,7835.86,8412.69,8737.11,9196.8,9396.11,9434.4,9601.02,9637.37,9642.93,9627.06,9542.86,9498.93,9454.13,9414.47,9351.87,9315.44,9244.82,9228.21,9129.63,9234.78,9342.78,9635.09,9898.55,10252.36,10102.63,9905.96,9574.74,9371.38,9206.16,9001.17,8726.25,8518.76,8712.01,8564.38,8584.56
2007-04-28,8523.11,8300.63,8066.78,7870.11,7595.25,7256.93,6893.15,6665.7,6496.48,6415.99,6429.47,6512.25,6617.7,6784.68,7054.9,7371.27,7828.65,8248.46,8647.24,8906.11,9018.47,9035.48,9016.13,8922.74,8785.46,8739.77,8643.54,8463.27,8371.3,8290.82,8218.86,8299.53,8273.71,8335.23,8489.55,8667.8,9266.87,9299.88,9116.64,8805.83,8603.42,8422.19,8292.93,8124.1,7983.33,8079.2,8040.79,8046.28
2007-04-29,7816.74,7590.69,7377.1,7194.64,6993.21,6662.69,6447.25,6290.19,6175.49,6131.5,6141.36,6216.89,6292.76,6427.38,6578.52,6781.36,7154.33,7498.5,7838.08,8121.31,8253.77,8347.65,8296.11,8278.64,8185.32,8159.63,8139.98,8016.44,7939.77,7890.0,7882.09,7898.11,7922.43,8023.18,8198.27,8539.59,9123.85,9236.89,9055.86,8756.94,8594.31,8417.32,8325.99,8113.0,7905.94,7877.33,7731.9,7689.47
2007-04-30,7513.96,7337.17,7172.86,7042.95,6887.71,6631.66,6344.17,6315.55,6213.22,6284.34,6362.97,6646.16,7015.86,7678.01,8339.12,8620.41,8939.12,8910.9,8914.46,9071.2,9215.76,9535.23,9490.92,9486.19,9463.85,9475.61,9394.53,9435.99,9360.25,9374.1,9249.61,9203.76,9249.07,9306.48,9480.56,9687.37,10239.25,10177.19,9944.84,9669.9,9366.07,9180.64,8906.27,8721.24,8435.34,8547.46,8114.76,8057.24
2007-05-01,8014.32,7872.69,7693.98,7569.55,7402.03,7027.7,6928.68,6736.69,6594.68,6614.64,6643.35,6875.46,7250.34,7928.5,8569.57,8832.64,9156.83,9247.54,9273.18,9404.78,9431.99,9468.59,9471.45,9421.76,9422.58,9432.56,9413.29,9376.16,9405.37,9353.11,9293.14,9241.94,9261.89,9326.34,9380.64,9605.5,10152.33,10125.4,9892.51,9637.39,9350.1,9224.24,9022.82,8792.22,8504.45,8702.33,8539.21,8424.93
2007-05-02,8320.56,8145.02,7967.08,7833.41,7588.2,7223.01,6852.78,6628.63,6510.29,6496.79,6623.67,6894.51,7227.58,7894.3,8527.51,8811.93,9146.72,9255.02,9239.98,9346.49,9382.01,9434.27,9453.09,9327.4,9326.93,9411.75,9397.51,9391.22,9394.3,9404.77,9367.99,9307.17,9312.38,9325.37,9367.41,9532.23,10041.89,10014.8,9804.22,9500.04,9304.1,9142.35,8972.66,8694.07,8400.67,8545.31,8398.49,8360.44
2007-05-03,8258.06,8100.0,7966.37,7757.81,7548.41,7199.18,6894.48,6690.11,6539.65,6554.58,6642.09,6913.0,7278.6,7899.67,8549.31,8835.86,9254.43,9312.56,9342.77,9475.65,9549.85,9621.91,9606.32,9598.21,9639.4,9655.19,9689.82,9597.81,9606.21,9620.59,9595.61,9589.77,9575.7,9559.35,9560.02,9706.87,10258.96,10192.13,9967.94,9682.68,9474.48,9293.95,9083.25,8808.65,8510.31,8608.75,8487.48,8421.38
2007-05-04,8300.51,8142.01,7943.47,7743.82,7541.13,7225.09,6857.22,6691.82,6610.27,6573.26,6674.19,6895.37,7240.94,7883.79,8462.09,8742.55,9159.57,9339.92,9426.72,9594.78,9636.99,9709.86,9762.7,9734.39,9738.75,9723.41,9689.57,9692.52,9623.16,9611.04,9542.52,9541.58,9462.71,9483.14,9471.04,9546.62,9929.94,9828.46,9548.82,9271.82,9012.27,8843.11,8658.58,8434.83,8322.96,8505.29,8384.66,8408.4
2007-05-05,8310.06,8142.45,7939.23,7738.06,7459.07,7124.15,6814.56,6560.89,6429.83,6362.96,6357.17,6454.92,6602.34,6872.27,7087.5,7447.26,7837.97,8293.11,8492.62,8736.92,8753.51,8810.38,8736.76,8597.3,8606.87,8524.33,8445.05,8393.78,8306.01,8285.77,8191.03,8132.28,8187.28,8263.3,8293.95,8511.53,9096.24,9085.08,8861.55,8626.91,8403.55,8258.91,8153.38,8023.56,7820.45,7938.09,7853.59,7840.49
2007-05-06,7693.98,7520.06,7369.75,7191.96,6951.99,6720.91,6416.55,6263.17,6223.47,6168.89,6148.72,6221.85,6309.17,6505.46,6643.56,6900.58,7214.66,7572.44,7875.13,8108.64,8151.12,8268.13,8219.03,8177.43,8127.44,8095.55,8062.35,8008.02,7941.06,7838.68,7838.83,7811.87,7845.46,7968.88,8045.76,8315.83,8996.9,9130.67,8939.34,8715.33,8488.37,8325.69,8265.57,8067.67,7843.11,7795.21,7704.66,7675.54
2007-05-07,7527.42,7365.53,7232.67,7100.88,6955.97,6690.73,6444.92,6350.4,6253.61,6309.94,6438.38,6743.41,7110.8,7817.54,8439.18,8769.44,9091.54,9302.24,9296.5,9397.51,9566.37,9651.26,9536.34,9630.47,9597.82,9574.63,9529.07,9548.17,9497.43,9499.04,9419.84,9319.51,9374.25,9395.3,9489.15,9805.1,10361.02,10146.08,9911.87,9538.51,9254.32,9125.66,8868.42,8581.17,8302.43,8459.66,8341.0,8288.77
2007-05-08,8173.62,8082.24,7889.01,7726.57,7550.05,7208.09,6849.36,6656.81,6522.26,6531.1,6585.79,6889.54,7234.52,7929.46,8523.09,8827.49,9183.0,9276.43,9311.02,9435.48,9537.23,9592.09,9669.1,9598.49,9688.99,9672.59,9655.66,9591.84,9659.72,9714.12,9678.35,9616.97,9637.29,9626.45,9744.66,10065.36,10462.53,10249.25,9980.31,9654.73,9343.85,9214.3,9023.49,8757.47,8479.13,8689.23,8452.32,8441.08
2007-05-09,8304.66,8101.84,7965.94,7789.27,7516.39,7171.97,6845.77,6511.64,6421.72,6442.66,6501.73,6764.55,7121.97,7826.34,8433.82,8731.52,9122.57,9289.6,9354.9,9538.5,9592.88,9661.34,9686.77,9599.43,9619.04,9569.76,9533.3,9504.57,9457.93,9451.62,9392.68,9373.95,9415.3,9530.28,9681.85,10033.84,10395.76,10162.31,9957.03,9669.92,9424.75,9183.94,9066.67,8811.5,8491.23,8598.47,8474.45,8437.82
2007-05-10,8286.22,8122.76,7909.55,7749.83,7570.87,7185.07,6881.65,6685.41,6609.23,6585.79,6669.98,6946.67,7309.31,7944.47,8654.26,8936.46,9345.34,9573.27,9577.0,9701.95,9728.06,9750.61,9728.23,9664.33,9654.53,9608.67,9588.1,9542.19,9526.06,9508.12,9411.3,9385.83,9383.72,9495.16,9607.36,9963.07,10493.88,10297.11,10189.05,9868.64,9642.04,9520.21,9328.29,8913.15,8694.29,8790.65,8656.25,8550.73
2007-05-11,8445.28,8224.58,8049.45,7855.29,7680.48,7296.02,6959.24,6757.97,6609.62,6595.74,6639.72,6940.03,7318.49,8021.34,8612.01,9004.5,9366.28,9510.73,9454.09,9523.9,9546.42,9550.34,9532.7,9430.48,9353.36,9323.66,9335.05,9258.13,9236.95,9170.0,9193.82,9119.88,9098.81,9161.44,9274.0,9533.32,10041.68,9886.88,9670.4,9368.11,9177.62,9111.53,8983.55,8818.17,8621.71,8754.22,8661.72,8603.63
2007-05-12,8502.67,8320.6,8094.65,7907.97,7655.99,7331.96,6969.53,6725.33,6555.58,6504.41,6475.19,6600.07,6748.92,7006.36,7252.07,7602.29,8108.34,8472.89,8764.45,8928.13,8850.05,8810.92,8719.08,8634.26,8552.0,8464.26,8372.79,8314.23,8175.67,8150.5,8062.32,8109.44,8109.0,8254.44,8443.07,8808.47,9272.88,9303.34,9085.78,8819.53,8613.06,8474.42,8388.47,8193.96,8050.59,8084.05,8072.87,8079.95
2007-05-13,7819.13,7651.43,7436.0,7253.9,7040.63,6754.33,6538.74,6332.71,6281.46,6254.39,6266.99,6333.12,6420.05,6565.0,6699.09,6918.44,7366.08,7788.97,8103.92,8372.81,8472.5,8545.32,8528.7,8445.17,8368.62,8249.12,8120.96,8000.58,7862.3,7852.66,7857.21,7855.71,7895.87,7971.58,8237.83,8480.83,9023.29,9043.15,8876.32,8688.67,8595.54,8471.63,8384.65,8190.1,7979.11,7959.85,7805.17,7809.58
2007-05-14,7599.45,7428.65,7288.12,7133.23,7042.47,6676.04,6542.71,6390.93,6368.23,6346.71,6472.62,6791.74,7135.6,7908.13,8525.11,8896.74,9274.08,9408.52,9394.58,9529.06,9618.29,9715.02,9709.21,9652.31,9596.93,9577.96,9588.25,9515.86,9544.93,9507.55,9485.53,9387.85,9454.16,9482.7,9534.7,9902.76,10384.76,10218.02,9988.24,9678.65,9416.79,9268.09,9063.45,8703.41,8472.38,8619.86,8474.15,8398.93
2007-05-15,8319.07,8226.01,8034.24,7834.38,7654.91,7259.85,6972.41,6755.17,6661.42,6644.04,6708.71,6920.72,7288.48,8027.86,8731.92,9035.0,9378.19,9468.4,9421.33,9565.58,9345.11,9466.6,9694.47,9580.56,9591.24,9592.62,9554.73,9607.17,9608.56,9522.93,9443.79,9375.61,9474.2,9508.63,9630.45,10004.55,10433.29,10272.14,10060.46,9734.74,9501.95,9271.54,9115.36,8836.85,8588.68,8733.54,8572.32,8535.05
2007-05-16,8381.6,8221.02,8032.38,7872.88,7620.82,7267.82,6902.66,6686.24,6571.9,6560.19,6569.75,6828.14,7222.95,7955.18,8560.55,8854.86,9281.81,9432.36,9412.79,9504.54,9533.12,9537.79,9510.03,9441.93,9477.72,9468.2,9440.16,9415.94,9403.35,9460.97,9411.01,9376.07,9417.4,9492.77,9651.18,10008.3,10402.95,10200.07,9999.89,9663.0,9396.64,9189.75,9015.32,8756.65,8512.18,8700.38,8545.91,8517.3
2007-05-17,8371.97,8187.4,8004.95,7829.06,7634.59,7255.3,6916.82,6720.59,6562.24,6586.26,6679.35,6936.59,7296.21,7980.77,8715.88,8986.54,9397.92,9496.47,9467.49,9555.81,9605.1,9669.79,9711.38,9638.94,9607.06,9581.33,9611.17,9581.46,9568.97,9585.53,9503.06,9478.58,9505.16,9567.63,9683.03,10096.88,10474.8,10330.13,10107.83,9781.9,9633.03,9461.97,9298.57,8920.23,8660.81,8774.56,8614.13,8553.51
2007-05-18,8394.13,8234.51,8016.87,7864.51,7637.93,7260.71,6951.07,6762.18,6621.81,6601.36,6710.02,6929.58,7278.28,7912.22,8553.59,8992.17,9423.47,9682.03,9675.31,9841.22,9926.56,9938.56,9869.29,9770.2,9788.53,9800.41,9722.1,9686.4,9576.81,9459.65,9318.22,9349.78,9369.97,9422.56,9547.97,9950.06,10339.64,10173.65,9929.56,9657.61,9406.65,9299.11,9070.31,8858.46,8603.65,8730.62,8651.32,8617.34
2007-05-19,8508.81,8291.83,8085.29,7836.35,7566.07,7228.4,6882.09,6637.65,6491.09,6416.4,6442.58,6545.25,6679.73,6901.93,7188.53,7525.5,7984.87,8450.41,8668.43,8928.58,8888.71,8929.94,8839.36,8734.04,8633.07,8521.24,8448.7,8339.01,8288.53,8140.58,8109.77,8075.84,8129.91,8230.65,8487.73,8834.54,9411.42,9368.0,9167.69,8893.03,8663.97,8499.63,8447.43,8278.4,8144.97,8194.91,8097.48,8141.5
2007-05-20,7949.18,7757.6,7538.06,7332.68,7127.63,6815.44,6628.65,6382.26,6310.96,6207.63,6287.42,6314.27,6374.29,6551.93,6717.99,6983.13,7430.45,7770.13,8074.38,8328.07,8396.37,8438.99,8338.22,8280.0,8183.13,8119.98,8038.84,7941.42,7866.24,7852.98,7835.63,7905.24,7903.72,8087.36,8366.56,8864.55,9436.76,9460.71,9303.39,9086.8,8918.35,8737.66,8605.31,8339.22,8070.27,8013.68,7875.77,7817.38
2007-05-21,7568.77,7418.14,7246.04,7147.03,6951.58,6749.98,6485.83,6389.37,6334.24,6337.55,6466.02,6766.45,7143.64,7943.33,8612.48,8955.88,9429.66,9576.45,9544.76,9543.66,9631.49,9666.34,9641.77,9528.54,9540.12,9469.92,9431.65,9416.96,9379.67,9340.13,9289.66,9272.6,9307.92,9433.3,9716.72,10258.97,10748.44,10578.99,10393.21,10029.09,9803.9,9631.67,9434.7,9119.73,8813.83,8893.27,8712.66,8599.66
2007-05-22,8515.57,8362.61,8219.85,8061.62,7787.35,7438.77,7175.7,6947.67,6824.22,6777.93,6818.59,7090.4,7444.36,8233.62,8951.04,9247.88,9674.31,9820.49,9719.95,9810.72,9770.18,9821.96,9731.36,9656.56,9584.16,9489.9,9487.8,9444.84,9456.33,9386.63,9352.0,9312.51,9413.31,9540.4,9812.92,10525.56,11034.3,11045.18,10878.82,10567.3,10383.61,10180.25,9971.42,9655.69,9309.07,9333.34,9102.22,8941.41
2007-05-23,8769.21,8572.24,8413.47,8246.21,8006.75,7683.43,7268.59,7026.36,6904.41,6868.41,6919.12,7222.79,7660.43,8489.89,9292.0,9695.12,10141.28,10204.77,10084.59,10044.52,9973.15,9817.21,9751.93,9670.73,9594.33,9505.46,9414.85,9414.5,9402.67,9301.95,9262.72,9266.38,9304.43,9476.5,9777.81,10423.7,11018.67,10963.0,10854.85,10584.81,10412.42,10226.08,9999.54,9817.63,9444.66,9479.39,9190.66,9015.66
2007-05-24,8829.75,8652.48,8490.75,8349.6,8089.0,7700.01,7376.98,7138.24,6996.2,6985.5,7046.98,7362.99,7825.81,8673.03,9440.75,9920.24,10337.98,10371.56,10184.5,10125.98,10077.83,9955.97,9843.28,9683.51,9585.94,9525.78,9437.73,9405.95,9444.4,9392.55,9340.42,9298.8,9284.1,9453.42,9760.62,10318.81,11051.21,10986.92,10914.69,10736.12,10582.78,10499.44,10266.13,9898.64,9524.85,9571.4,9305.08,9139.3
2007-05-25,8909.78,8729.99,8520.78,8381.61,8159.47,7764.86,7419.86,7190.0,7039.17,6994.1,7111.17,7378.4,7815.13,8641.98,9475.39,9909.55,10412.27,10510.33,10280.44,10226.79,10098.45,9992.4,9873.98,9795.22,9642.53,9548.77,9456.23,9411.83,9371.09,9275.89,9227.77,9186.49,9281.61,9354.11,9672.29,10222.99,10761.09,10731.54,10611.77,10353.96,10160.3,10073.74,9889.7,9661.58,9419.55,9584.45,9327.19,9258.02
2007-05-26,9132.07,8854.8,8640.4,8453.72,8164.99,7736.74,7391.78,7142.05,6974.49,6844.06,6885.44,6964.37,7146.83,7508.53,7852.21,8283.22,8881.4,9349.77,9545.47,9736.36,9508.8,9418.02,9171.36,8975.42,8822.78,8663.07,8504.66,8381.26,8255.62,8179.06,8135.83,8170.93,8208.59,8433.11,8777.59,9431.41,10022.04,10046.12,9905.59,9643.58,9452.12,9368.28,9255.74,9050.47,8863.73,8874.73,8716.54,8678.58
2007-05-27,8378.6,8114.68,7916.87,7654.02,7449.81,7116.65,6887.27,6675.43,6571.29,6509.42,6549.19,6633.38,6738.49,6932.15,7107.41,7508.69,8017.8,8487.07,8769.72,8966.0,8956.97,8888.8,8702.73,8537.47,8370.76,8286.29,8204.83,8112.59,7974.7,7964.17,7899.48,7851.64,7648.82,7904.26,8233.15,8934.71,9650.71,9977.65,9812.91,9616.62,9455.51,9323.5,9140.96,8929.63,8604.96,8518.21,8233.29,8175.43
2007-05-28,7936.09,7727.98,7566.92,7430.62,7289.34,6970.75,6745.14,6629.18,6529.89,6593.3,6686.48,7070.2,7547.38,8445.96,9202.04,9669.23,10134.61,10167.11,10056.25,10058.43,9981.62,9909.65,9867.85,9713.24,9625.07,9584.96,9563.82,9578.84,9523.71,9514.5,9441.94,9366.88,9480.78,9646.35,9991.43,10634.41,11022.53,10848.99,10635.17,10315.44,10031.93,9916.77,9663.88,9373.4,9006.6,9083.14,8820.99,8749.1
2007-05-29,8591.47,8469.2,8372.07,8148.33,7978.07,7556.11,7252.5,6998.15,6854.34,6833.32,6861.18,7181.54,7604.84,8428.45,9231.55,9571.14,9890.09,9966.95,9842.58,9812.63,9813.57,9783.1,9748.61,9661.44,9612.09,9572.61,9550.05,9544.96,9490.45,9538.63,9469.68,9418.54,9472.54,9614.65,9795.7,10396.98,10706.37,10547.22,10304.96,9947.27,9807.47,9631.03,9411.45,9079.53,8753.67,8920.93,8776.82,8695.44
2007-05-30,8506.55,8431.44,8256.24,8085.38,7810.61,7483.75,7101.47,6872.43,6715.22,6671.76,6728.09,6998.78,7394.76,8190.34,8907.21,9226.57,9614.27,9719.63,9583.77,9647.76,9670.39,9665.16,9668.78,9548.64,9504.05,9438.7,9422.45,9369.68,9343.76,9309.03,9282.13,9225.01,9284.76,9512.08,9720.92,10515.04,11051.51,11048.56,10891.69,10697.66,10579.25,10472.67,10222.8,9974.19,9596.47,9590.35,9357.43,9165.21
2007-05-31,8990.9,8810.85,8636.94,8456.18,8247.64,7853.63,7553.65,7289.24,7128.36,7055.97,7190.52,7460.47,7936.13,8791.42,9711.66,10148.85,10624.31,10677.57,10453.96,10396.11,10283.73,10122.3,10046.2,9915.09,9767.89,9671.65,9612.72,9550.13,9527.21,9478.09,9454.38,9403.08,9554.48,9725.1,10161.89,10903.5,11570.92,11616.78,11459.45,11344.63,11162.42,11039.54,10844.2,10397.58,10035.59,9964.84,9650.62,9458.16
2007-06-01,9274.86,9055.98,8856.28,8668.34,8403.19,8035.43,7674.89,7389.2,7278.96,7223.6,7305.0,7610.57,8036.34,8905.25,9785.16,10273.06,10704.82,10703.21,10471.09,10396.2,10313.69,10177.59,10034.96,9956.07,9814.45,9691.34,9631.52,9567.02,9534.76,9495.11,9387.2,9389.35,9448.62,9675.32,10088.88,10758.33,11239.7,11111.85,11019.71,10706.58,10525.37,10335.33,10219.99,9938.25,9695.68,9739.94,9558.74,9442.09
2007-06-02,9285.45,9036.62,8722.55,8555.43,8298.01,7925.2,7522.64,7221.77,7042.44,6925.12,6901.16,6993.24,7157.8,7474.94,7851.25,8306.48,8876.87,9309.0,9559.57,9648.38,9533.51,9490.44,9296.77,9074.37,8872.87,8824.47,8653.54,8587.96,8414.87,8375.55,8367.8,8434.17,8548.06,8726.84,9190.54,9828.13,10393.12,10338.06,10088.0,9807.13,9647.08,9534.32,9429.83,9248.25,8982.6,9038.3,8872.13,8832.12
2007-06-03,8623.01,8282.71,7967.76,7551.39,7426.43,7248.63,7002.52,6847.49,6765.7,6685.57,6661.76,6730.77,6893.69,7113.6,7336.68,7666.94,8160.84,8699.13,9025.65,9257.5,9230.1,9154.48,9010.01,8795.73,8666.13,8576.87,8468.12,8383.91,8259.56,8270.25,8285.08,8339.97,8471.85,8775.67,9231.01,9895.32,10508.69,10503.78,10381.03,10186.05,10066.78,9891.04,9730.46,9439.98,9102.52,8996.57,8673.67,8556.57
2007-06-04,8267.15,8006.6,7878.09,7732.73,7558.33,7231.39,7007.02,6904.14,6800.68,6876.24,6950.53,7321.25,7837.24,8744.27,9630.47,10096.43,10595.45,10658.26,10550.96,10517.11,10400.82,10336.95,10275.5,10106.7,10027.06,9942.05,9826.26,9789.59,9753.09,9713.22,9684.64,9580.43,9645.61,9908.48,10313.84,11093.27,11702.5,11653.18,11504.83,11228.78,11092.0,10938.98,10643.57,10357.9,9963.67,9826.05,9555.19,9339.79
2007-06-05,9149.61,8997.7,8831.22,8684.33,8412.67,8037.3,7707.54,7420.08,7251.82,7198.27,7267.03,7607.62,8076.36,9033.33,9963.61,10412.95,10940.0,10958.28,10717.06,10615.69,10495.68,10378.35,10228.28,10085.22,10010.74,9950.22,9802.52,9809.14,9710.32,9626.46,9665.81,9664.29,9810.99,10074.56,10591.36,11352.6,11913.92,11899.87,11706.13,11488.76,11279.23,11138.43,10821.68,10545.08,10108.4,10001.96,9626.45,9458.0
2007-06-06,9242.79,9139.35,8922.32,8766.02,8500.24,8065.03,7690.09,7404.5,7184.67,7104.47,7161.63,7508.5,7978.95,8885.46,9800.67,10289.71,10768.86,10760.91,10517.69,10452.32,10352.53,10264.77,10137.22,10000.14,9947.56,9846.38,9799.49,9755.96,9698.89,9656.15,9595.92,9595.56,9764.95,9912.68,10415.88,11163.03,11608.77,11557.77,11436.89,11218.05,11001.27,10803.1,10568.72,10190.13,9792.03,9764.75,9444.39,9302.41
