date,load1,load2,load3,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13,load14,load15,load16,load17,load18,load19,load20,load21,load22,load23,load24,temp1,temp2,temp3
2017-03-10,70650,68750,67665,67371,67253,69523,74124,80200,82317,82708,82777,82819,82211,81595,81129,80125,79456,79583,80586,83843,83741,82141,79855,76661,24.129166666666666,18.154166666666665,28.087500000000006
2017-03-11,73668,71775,70228,69610,69293,70059,71958,73980,76615,79145,80180,79690,78959,77496,76439,75505,75174,76089,77939,81014,81550,80351,78119,75296,27.17916666666667,21.708333333333332,27.92916666666667
2017-03-12,73008,71380,70398,69695,70147,71358,73417,75082,76385,76962,76864,76303,75697,74349,72844,72319,72560,73489,75702,80091,80717,78585,75176,75176,29.0,21.899999999999995,30.899999999999995
2017-03-13,72159,70892,70489,70252,70878,72905,77626,84497,88097,88310,88359,88497,87529,86829,85996,84788,84087,84253,85142,86170,88865,88209,85138,81333,26.600000000000005,17.9,25.7
2017-03-14,78395,76392,75016,74959,75418,77545,82487,89618,92586,91872,91117,90274,88741,87059,86131,84791,83831,83888,84382,85605,89363,90480,87501,84053,24.100000000000005,18.8,24.2
2017-03-15,80834,79186,78352,77818,78246,80235,85450,92677,95254,93655,91770,89989,87903,85840,84477,82842,81022,80380,80616,82289,86424,87874,85265,81288,29.8,26.0,27.600000000000005
2017-03-16,78926,76781,75643,75736,76391,78185,83123,89916,92196,90419,88715,86917,84574,82744,81553,79610,78161,77645,77712,79085,82766,83389,80531,77042,39.0,29.0,37.8
2017-03-17,73484,71519,69464,68721,68762,69994,74083,80295,83091,82858,83047,82928,81652,80942,80020,78844,77970,77123,76632,76499,77886,77010,74476,71085,42.4,34.3,41.4
2017-03-18,67793,65856,64036,63298,63140,63414,65359,67765,70167,72245,74076,74188,73917,73019,72156,71627,71488,71611,71849,72229,74134,74793,72756,69641,41.5,37.6,41.6
2017-03-19,66712,65540,64252,63635,63497,63763,64936,66776,67981,69803,70765,70902,70361,70194,69935,69531,69478,69810,70480,71549,74342,75318,72778,69690,47.9,40.5,44.29999999999999
2017-03-20,66377,64116,62572,62151,62729,64441,69531,76626,79208,79567,79730,79895,79541,79435,79761,79400,79210,79405,79675,79833,81309,80901,77212,72095,43.29999999999999,41.5,50.29999999999999
2017-03-21,68445,66271,64333,63446,63551,65562,69125,75828,78093,78016,78385,78692,78927,79038,79439,79404,79100,79302,79113,79374,81656,82124,78954,75029,32.3,26.100000000000005,36.2
2017-03-22,71633,69602,67775,67511,67978,70148,74430,81090,83428,82792,82489,82008,81533,81077,80928,80435,79843,79981,80129,80859,83295,83865,80668,76456,37.8,29.5,38.5
2017-03-23,72923,71132,69355,68916,68851,69845,74539,81098,83394,83376,82879,82609,82220,81836,81810,81376,80958,80994,80694,80682,82129,81904,78566,74088,59.9,50.70000000000001,60.29999999999999
2017-03-24,69880,67872,66038,64751,64379,65568,69049,75094,77452,77736,78241,78556,78480,78403,78213,77406,76601,76233,75467,75174,76627,76245,73563,69614,43.70000000000001,41.1,66.1
2017-03-25,66263,64152,61656,60627,60263,60846,62168,64079,66113,68700,71257,72440,72717,72093,71327,70464,70093,70245,70562,70448,71731,71891,69638,66400,53.1,42.70000000000001,58.1
2017-03-26,63403,61000,59167,58307,58264,58344,59199,60958,62528,65229,67155,68249,69074,69576,69785,70006,70201,71271,71878,72110,74134,74495,71717,67590,50.0,51.6,54.70000000000001
2017-03-27,63807,62046,60930,60405,60670,62104,66627,73528,76543,77383,78230,79205,79326,79405,79558,79190,78918,78420,78430,78256,79696,79850,76250,72010,43.1,44.4,54.79999999999999
2017-03-28,67955,65441,63910,63247,63167,64699,68415,75012,77381,77749,78789,79064,79180,79558,79914,79731,78940,78933,78578,78330,80021,80702,77138,72943,42.3,41.2,51.70000000000001
2017-03-29,69106,66756,64744,63735,63870,65331,69522,75997,78130,78723,79187,79585,79813,80063,80166,79995,79628,79666,79634,79745,81466,81209,77592,73253,44.1,37.9,58.79999999999999
2017-03-30,69572,67058,64930,63758,63846,64884,69203,75710,78592,78997,79593,79869,79572,79543,79385,78717,78196,78093,78135,78165,79469,79529,76481,72136,39.6,36.9,51.9
2017-03-31,68033,65241,63570,63093,63006,64660,68069,74765,77197,78118,78458,78698,78557,78139,78034,77739,77320,77199,77116,76752,77155,77395,74577,70799,44.20000000000001,41.3,43.9
2017-04-01,67256,64757,63096,62479,61901,62293,63361,65416,67199,69706,71078,71322,70807,69964,69203,68869,68545,68842,69161,68877,70351,71777,69641,66559,50.29999999999999,47.29999999999999,49.70000000000001
2017-04-02,64306,62139,60243,59657,59129,59375,60668,62705,64194,65826,66927,67338,67421,67748,67813,67575,67343,67617,68900,69851,72257,72811,70286,66685,49.29999999999999,50.0,59.0
2017-04-03,63708,61503,60094,59463,59591,61169,64827,71383,74447,75518,76517,77211,77769,77875,78242,78077,77775,78267,78389,78392,78804,78680,75148,70524,48.6,49.0,56.5
2017-04-04,66639,64300,62692,61675,61505,62870,66824,73004,75687,76071,76561,77336,77462,77997,78589,78813,78312,78208,77579,76916,78053,78908,75580,71452,44.9,41.8,52.1
2017-04-05,67698,65587,63666,62665,62971,64562,68906,74749,77420,78204,78982,79714,80018,79989,80305,79789,78930,79048,78821,78450,78862,79848,76748,72552,42.9,37.4,44.6
2017-04-06,68833,66636,64862,64322,64675,66434,70582,77221,79536,79702,79597,79321,79007,78551,78057,77534,76714,76572,76271,76448,77842,79678,77336,73117,43.79999999999999,38.3,42.79999999999999
2017-04-07,69429,67210,66282,65526,65768,67188,72083,78565,80688,80201,79709,78501,77295,76349,75425,74173,73247,72821,72155,71465,72833,74795,72740,69627,51.20000000000001,44.20000000000001,47.6
2017-04-08,66537,64625,63150,62542,62388,63081,64623,66712,68542,70194,70424,70083,69320,68473,67849,67679,67593,68216,68417,68083,68821,70440,68151,65232,64.8,59.6,59.9
2017-04-09,62048,59736,57691,56677,56223,56697,57744,59317,60557,63227,65011,65676,66181,66959,67713,68415,69199,70311,71418,71834,73531,75130,72353,68153,68.0,66.8,68.2
2017-04-10,64095,61527,59981,59197,59272,61009,65298,71709,74391,76289,77527,78772,79335,79617,80037,79876,79635,80106,79933,79396,79966,80282,76584,71648,47.70000000000001,51.4,61.0
2017-04-11,67229,64432,62460,61571,61020,62351,66736,72880,75541,76328,77266,77740,77976,77809,77773,77215,76484,76163,76051,75879,77071,78551,75332,70912,48.20000000000001,46.4,53.9
2017-04-12,66732,64572,62739,62133,62231,63951,68289,73941,75691,76096,76310,76542,76817,77299,77863,77923,77777,78117,78027,77650,78386,79428,75655,70744,50.9,44.29999999999999,61.20000000000001
2017-04-13,66354,63929,61853,60711,60700,62170,66452,72126,74593,75592,76536,77697,78409,79355,80489,80425,80437,80402,80186,78898,78903,79673,76279,71518,55.4,50.0,65.2
2017-04-14,66539,63115,60668,59296,58868,59579,62453,66222,68575,70876,72704,74298,75276,76063,76677,77057,76810,76777,75820,74449,74144,75064,72420,68401,70.3,61.9,71.2
2017-04-15,64197,61167,58922,57497,56883,56926,57811,59500,61576,65269,68497,70830,72214,72969,73332,73743,74527,74678,74996,74139,74055,74902,72660,68667,67.8,68.3,68.7
2017-04-16,64604,61791,59469,58090,57052,56678,57253,58518,60383,63592,65970,67438,68531,68941,68791,68755,68151,67914,68135,68191,69297,71593,69343,65437,59.70000000000001,53.70000000000001,63.29999999999999
2017-04-17,62007,59778,58050,57697,57772,59197,63542,68879,71952,74185,76021,77642,78446,78984,79270,78875,78300,77951,77222,76957,77761,79016,75744,70588,58.1,48.79999999999999,64.2
2017-04-18,66787,63960,61914,60932,60933,62538,66695,71885,74296,75545,76697,77836,78768,79907,80833,81090,81029,81049,80899,80168,80283,81321,77707,72191,64.5,62.20000000000001,70.6
2017-04-19,67391,64447,62381,61362,60797,62191,66359,71694,74763,76638,78416,80182,81484,82674,84370,85150,85364,85686,85604,84435,84065,84680,80637,75104,58.4,52.0,70.5
2017-04-20,69801,67225,64662,63173,62959,64064,67971,73026,76283,78152,80174,81854,83274,84322,85131,85858,85430,84659,83805,82355,81644,82210,78817,73364,50.6,50.20000000000001,55.1
2017-04-21,68556,65678,63659,62289,61755,62914,66566,71581,74698,76370,77177,77799,78139,78422,78902,78621,78129,77750,76894,75953,75666,76589,74372,70247,50.29999999999999,46.70000000000001,48.9
2017-04-22,66122,64062,62016,60763,60154,60597,61677,63222,65533,68802,70959,71777,71921,71586,71061,70356,70258,70280,69951,69458,69738,71298,69752,65853,54.9,50.70000000000001,54.4
2017-04-23,62389,60771,59226,58263,57924,58432,59288,59641,61646,63837,65156,65559,65703,65643,65297,65051,65419,66206,67300,67965,68913,71242,69201,65450,57.70000000000001,54.29999999999999,60.79999999999999
2017-04-24,61921,59962,58736,58389,58942,61218,65718,71638,74446,75171,75832,76226,76536,76823,77281,77376,77530,77961,77917,77472,77541,78747,75298,69588,66.4,57.9,64.5
2017-04-25,64578,61687,59488,58593,58519,60151,64828,70377,73386,74761,75917,76848,77708,78629,79731,80355,80697,81087,81140,80639,80598,82096,78561,72821,71.3,65.2,70.0
2017-04-26,68069,64953,62423,61189,60889,62695,67150,72355,75571,77337,78847,80419,81245,82145,83344,83757,83920,84044,83753,82892,82495,82425,78737,73644,54.6,65.3,60.0
2017-04-27,68676,65411,63161,61840,61355,62883,67133,72803,75874,76963,77695,78128,77907,77948,78420,78440,78417,78472,78281,77632,77754,78748,76061,71522,49.6,52.9,52.1
2017-04-28,67214,64557,62751,61944,62040,63724,67993,73300,75978,77418,78360,79212,79535,79786,80353,80308,79830,79546,79008,78053,77773,78556,76308,72684,45.6,51.4,60.79999999999999
2017-04-29,68240,65678,63304,61802,61334,61665,63287,65084,67638,70711,72944,74470,75255,75890,75836,75730,76040,76557,76762,75866,75977,76434,74240,70444,45.20000000000001,43.9,62.6
2017-04-30,66735,64212,62601,61162,60222,60097,60712,61986,63717,66581,68783,69906,70696,70897,70764,70721,70802,71746,72670,72720,72982,74122,71719,67642,51.70000000000001,55.0,59.29999999999999
2017-05-01,63653,61408,59875,59102,59363,61238,66039,71676,75030,76658,77435,78430,78445,78697,78863,78901,78724,79059,79064,78973,78700,79644,76717,71852,46.1,47.0,51.1
2017-05-02,67939,65502,63558,62598,62694,64619,68408,73335,76162,76393,76842,77527,77922,78360,79090,79056,79046,79434,79030,78554,78095,79443,76849,71948,48.1,46.6,48.4
2017-05-03,67545,65176,62870,61941,62181,63964,67735,72541,75530,76123,76957,77743,77773,77264,77122,76495,75545,75365,75460,75441,76247,77240,74409,70274,48.9,46.70000000000001,47.79999999999999
2017-05-04,66198,64263,62633,61923,61965,63473,67744,73401,76331,77108,77603,78173,78054,77346,77511,76739,76075,76048,75863,75754,76134,77649,75287,70976,49.0,45.29999999999999,47.79999999999999
2017-05-05,67099,64618,63021,62232,62588,64293,68167,73200,76299,76934,77011,77065,76624,76376,75859,75211,74371,74023,73301,72291,71736,73349,72031,68752,50.5,48.70000000000001,50.29999999999999
2017-05-06,65259,62993,60790,59695,59376,59989,61335,61962,64333,66916,68141,68321,68405,68232,68018,67990,68491,69198,69426,69259,68915,70369,69119,65527,48.0,46.0,49.20000000000001
2017-05-07,62064,60503,58698,57736,57530,57979,58785,59080,61041,63494,65192,66087,66862,67648,68145,68850,69631,70905,72356,72789,72364,74196,72528,68664,46.6,43.20000000000001,50.79999999999999
2017-05-08,64414,61879,59654,59190,59295,61616,66176,71450,74529,75763,77139,78051,79237,80520,81780,82295,82298,82570,82287,81847,81298,82084,79009,73482,48.29999999999999,48.0,58.29999999999999
2017-05-09,69124,66151,63581,62400,61820,63324,67058,72027,74973,76843,78572,80248,81389,82861,84214,85263,85935,86272,85825,84941,83968,84394,81088,74937,55.4,53.79999999999999,65.3
2017-05-10,70481,66977,64479,62831,62498,63776,67201,71654,75081,77093,78988,81017,82950,85061,86867,87641,88183,88211,87575,86397,85202,85401,81829,76408,54.70000000000001,54.20000000000001,63.79999999999999
2017-05-11,71376,68011,65259,63881,63493,64817,68793,73552,76142,77729,79500,81066,82245,83003,84275,84087,84106,83485,82502,81459,80781,81697,79199,74209,59.0,54.0,59.29999999999999
2017-05-12,68957,65777,63177,62157,61956,63347,66849,71305,74440,76259,77605,78524,79040,79225,79769,79929,79702,79394,78583,77070,75646,76069,74571,70254,63.20000000000001,57.70000000000001,61.9
2017-05-13,65945,62724,59993,58650,57891,58149,59085,60206,63096,66571,68961,70161,70863,71591,72139,73242,74310,75441,75916,75533,74025,74214,72573,69189,63.29999999999999,56.6,68.9
2017-05-14,64688,61501,58967,57219,56269,56172,56287,56426,59498,63651,66634,68551,70279,71890,73330,75027,76916,78626,79523,79592,78453,79001,77514,72359,64.9,55.6,71.0
2017-05-15,66961,63704,60968,59760,59244,60601,64480,69690,74229,77374,80391,83367,85920,88544,90843,92234,93416,94449,94360,92720,90490,89371,85566,79088,76.9,65.5,73.4
2017-05-16,72834,68601,65282,63882,62567,63493,67428,72517,76958,80143,83325,86648,89478,91725,94589,96564,97913,98715,98190,96314,93749,93104,90116,82865,78.9,76.4,75.9
2017-05-17,77342,72879,69681,67395,66699,67599,71819,77015,80867,83935,86472,89393,91971,93834,95458,96322,96262,96083,95216,93334,91126,90857,87898,81851,75.5,76.9,77.3
2017-05-18,76166,71799,68677,67113,66449,67560,71359,76698,81362,84840,87739,90678,92849,95046,97037,98443,98654,98911,97653,95144,92341,91496,87884,81761,48.29999999999999,51.29999999999999,71.8
2017-05-19,75367,71028,68204,66527,65501,65922,69086,73529,77435,79750,81994,84427,86066,87735,88707,89293,89117,88761,86966,84779,82150,81941,79958,74979,53.29999999999999,53.20000000000001,63.70000000000001
2017-05-20,70453,67195,64764,63110,62280,62853,63598,64967,67555,70703,74015,76120,77749,78471,78748,79208,79934,79953,79557,78275,76516,76540,74698,70960,62.1,61.20000000000001,69.5
2017-05-21,66934,64877,62151,60494,59575,59550,60119,60426,62745,65744,68599,70718,72368,73524,73999,74214,74248,74803,75432,74889,73751,74147,73231,68656,59.1,58.20000000000001,58.79999999999999
2017-05-22,64431,61758,59914,59055,59264,61234,64722,69479,72815,74988,76234,77359,78292,78933,79463,79598,79926,79845,79297,78691,78211,78772,77019,72052,60.9,61.9,64.3
2017-05-23,67601,64827,62412,61079,60710,62376,66593,70642,74562,76314,77898,79463,80414,81538,82094,82528,82676,82382,81748,80683,79692,79677,77206,72731,57.0,60.9,61.5
2017-05-24,68076,65143,62782,61290,61114,62143,65567,69702,73488,75337,76392,77265,78001,78419,78637,78374,78236,78160,77623,77014,76401,76881,75435,70914,58.29999999999999,57.0,58.5
2017-05-25,66366,63607,61429,60812,60031,61452,65039,69626,73308,75111,76556,77997,78923,79757,80868,81564,82072,82240,81939,81177,79705,79903,78207,73559,60.79999999999999,58.5,63.0
2017-05-26,69049,65782,63395,61913,61631,61800,64580,68914,73322,76275,78554,81003,82969,84336,85900,86613,87090,87153,86532,84652,82875,82454,80477,76564,63.4,64.1,71.0
2017-05-27,71831,68743,65834,64221,63213,63070,62445,62695,65680,69922,73895,76825,79206,81158,82248,82890,83254,83330,83050,81496,79755,79145,77507,73266,67.0,66.5,69.5
2017-05-28,68690,66436,63910,62197,61173,60467,59969,59200,61699,65505,68808,71353,73525,75285,76140,76938,77562,78359,78873,77920,76073,75403,74248,70092,70.1,66.1,68.0
2017-05-29,65581,62704,60078,58747,57635,57251,57438,58236,60322,64140,68231,71672,74033,75730,77344,79047,80014,80762,80855,80120,78935,78236,76525,71242,66.0,63.4,68.0
2017-05-30,66078,62443,60193,59086,58994,60554,64204,69654,74705,78168,81099,83669,85466,86631,87665,88005,87913,88100,87080,85929,83971,83081,81134,75331,64.8,59.29999999999999,67.9
2017-05-31,70060,66917,64131,62670,62157,63297,66547,70453,74926,77961,80566,83449,85978,88099,90429,91131,91707,91657,90739,89069,86719,85502,83272,77691,67.1,60.79999999999999,67.0
2017-06-01,72016,68248,65653,64123,63372,64077,67052,71177,75064,77916,80434,83202,85437,87539,89599,90862,91280,91150,90638,89072,87236,85876,84074,79065,71.9,63.9,69.6
2017-06-02,73274,69497,66345,64777,63945,64623,67391,71684,76311,79854,83079,86648,89897,92748,95161,97023,98100,98662,97746,95775,92577,90402,88203,82605,75.2,67.4,74.4
2017-06-03,76925,72139,69029,66988,65793,65285,65107,65823,68914,74071,79158,83720,86997,89729,91364,92776,93497,94252,94334,92602,89752,88264,85860,80844,81.0,72.1,76.0
2017-06-04,75770,71717,68528,66136,64617,63923,63611,64045,67434,71960,76989,81186,85037,88347,90924,92827,93651,94365,94552,93163,91238,89514,87294,81910,71.3,63.29999999999999,77.6
2017-06-05,76172,72529,69472,67309,66488,67098,70298,74819,79524,83242,86880,90090,93246,95747,97717,98949,99397,99405,98515,96765,93844,91520,88528,82220,64.8,58.29999999999999,70.2
2017-06-06,76124,72465,69100,66811,66012,66191,68587,72655,77223,80488,83179,86127,88340,90355,92215,93427,94097,94283,93555,91775,89453,87395,85118,79178,67.0,61.79999999999999,66.1
2017-06-07,73375,69676,66271,64244,63602,64017,66645,71256,75821,79024,82049,84942,87152,89434,91685,93486,94258,94821,94411,92814,90150,87803,85349,79017,70.4,64.6,64.8
2017-06-08,73407,69331,66310,64864,63994,64218,66493,70666,75343,79127,82434,85682,87826,90401,93055,94843,96335,97615,97062,95505,92783,90429,87852,81672,75.6,66.7,69.9
2017-06-09,75578,71332,67797,65523,64623,65342,67573,71654,76058,80162,84080,87778,90965,93847,96682,98681,100522,101348,100836,98767,94998,91618,89109,83335,76.1,71.3,73.1
2017-06-10,77376,73226,69382,66888,65278,65254,65219,65875,70406,75968,81442,86061,90034,93084,95911,98583,100682,102093,102417,100949,97617,94207,91677,85888,82.1,79.2,76.4
2017-06-11,79869,74811,71722,68983,67136,65880,65202,65998,70936,77362,82482,87614,91909,95628,98441,100790,102711,104305,104938,104081,101470,98915,96804,91523,84.7,80.9,79.3
2017-06-12,84824,80501,76962,74521,73404,73493,76239,81226,87796,93657,99739,105197,109741,113503,116205,117852,118553,118374,117200,114667,111419,108185,104715,97847,80.3,78.3,78.9
2017-06-13,90567,85504,80878,78409,76967,77609,80169,84660,90483,95886,101095,105442,109426,112853,115687,117455,118300,117987,116457,114128,110582,107354,103855,96779,77.7,74.1,77.1
2017-06-14,89864,84209,79612,76926,75497,76179,79081,83172,88129,93117,98534,104156,108453,111830,114380,116214,116962,121792,120266,113234,108959,105516,101574,94496,77.2,76.2,72.5
2017-06-15,87282,82066,78133,75659,74110,74988,77696,81152,86193,90531,94731,99418,103636,108037,111437,113720,115032,116149,115873,114154,110593,106712,102864,95610,77.8,73.8,76.5
2017-06-16,87889,82526,77917,75090,73642,74268,76594,79833,84836,89661,94218,99139,103380,107824,111642,113919,114626,114367,112648,109439,105108,101200,97601,91562,80.5,73.4,77.2
2017-06-17,85487,79979,75413,72675,70868,70279,70345,71324,74746,79829,85033,89235,93209,96865,99810,102005,102993,103429,102758,100567,97469,95199,92995,87895,75.6,73.1,75.4
2017-06-18,82786,78178,74226,71781,70134,69400,69128,68102,71002,75945,80579,84632,87174,89033,90257,90843,91114,91326,90912,89250,86907,85496,84385,79608,70.7,67.4,71.0
2017-06-19,74810,71281,68661,67129,65968,66493,69593,74211,79575,83958,87965,92164,95435,97966,100308,101440,101342,101338,100419,98498,95357,92550,89982,84143,66.6,63.6,71.5
2017-06-20,77868,73202,70199,68184,67180,68003,70621,74485,79070,83039,86641,90270,93459,95986,98402,99587,100220,100345,99469,97897,95151,92560,90103,84299,68.5,62.1,75.4
2017-06-21,78214,74868,71478,69263,68208,69312,70973,74595,79829,83871,88041,92021,95274,98382,101170,102714,103904,104170,104070,102550,99851,97965,95629,90037,79.3,72.0,77.6
2017-06-22,84438,80609,76806,74588,73464,74332,76762,80445,85595,89684,93317,97080,99768,102171,104656,105617,105685,105768,104883,102611,103594,100290,96144,91109,76.7,72.0,72.9
2017-06-23,85480,81340,78134,76177,75357,75995,78065,81028,85290,89057,92562,95466,97462,99196,100342,100501,99834,98656,96791,94311,90824,88344,86448,81994,70.0,67.6,68.6
2017-06-24,76293,72347,69300,67297,65991,65441,65186,65825,69311,73294,77252,80459,83017,84512,85098,85560,85839,85911,85210,83520,80848,78669,77249,73343,65.4,61.79999999999999,65.7
2017-06-25,69020,66061,63320,61335,59747,59389,59136,59766,62638,66524,70057,72954,75162,77399,79022,80200,81289,82798,83660,83133,81173,79537,78445,73806,64.7,61.4,64.5
2017-06-26,69049,65483,62798,61388,61150,62683,65467,69819,73985,77600,80720,83810,86290,88385,90173,90988,90842,90687,89550,88062,85806,84224,82490,77615,65.3,60.5,61.9
2017-06-27,72016,68469,65620,64184,63388,64353,66846,70776,74753,78295,81478,84168,86647,88960,91019,92401,93449,94058,93579,92214,89620,87516,85820,80388,69.8,64.2,67.7
2017-06-28,75023,71559,68251,66616,65462,66267,68443,72507,76664,80487,84152,87622,90560,93476,96123,98013,99120,99217,99005,97480,95087,93086,90843,85152,76.2,72.9,76.5
2017-06-29,79377,75412,72022,69839,68722,69797,72553,76394,81189,85374,89452,93128,96492,99389,102462,104225,105093,105213,104888,103702,101039,99052,96966,91273,73.7,75.1,76.8
2017-06-30,84493,79764,76465,74049,73038,73760,75915,79600,83920,88081,92072,95881,99251,101929,104283,105691,105857,105098,103321,100554,97207,94081,91400,86132,76.3,73.1,73.8
2017-07-01,80184,75562,71678,69333,67893,67555,67323,67708,71206,76185,81507,86351,90220,93016,95157,96771,98331,99057,98669,96420,92655,88915,86343,81659,75.4,70.4,74.2
2017-07-02,76893,72472,68774,66216,64752,64356,63731,63965,67231,72450,77758,82579,86989,90681,93541,96105,98454,100012,100430,98859,95616,92424,89839,84932,75.2,70.7,77.3
2017-07-03,80015,74948,71500,69045,67767,67942,68822,70629,74300,79983,85733,91162,95375,99077,102119,104317,105786,106493,105789,103334,99072,95136,91832,86873,74.5,68.6,79.0
2017-07-04,81148,76211,72135,69395,67757,66614,66200,66557,69521,74234,80251,85939,90681,93955,96754,98741,100289,101310,101007,98698,95308,92019,89317,85920,78.3,70.7,77.3
2017-07-05,81467,77044,72970,70474,69476,70069,72510,76138,82001,87559,92606,97816,102637,106646,110006,112221,113357,113575,112840,110874,107506,104357,101011,94045,82.2,74.0,76.3
2017-07-06,87425,82958,78474,75685,74217,74573,76742,80422,85308,89531,94703,100543,105677,110164,113859,116046,117650,118590,117942,116155,112775,108935,105148,98371,81.5,74.8,76.6
2017-07-07,91428,85474,80344,77119,75129,75356,77474,80309,85473,91612,97430,103395,108409,112204,115143,116497,116298,115076,112519,108826,103969,99697,96056,90098,71.5,68.2,70.4
2017-07-08,83577,78360,73648,71457,69681,69014,68738,69380,72774,77668,82725,87162,90620,93534,95769,97777,99321,100612,100772,99169,96059,91883,89234,83766,74.7,68.6,72.1
2017-07-09,78309,74411,70369,67819,66100,65193,64695,64757,68625,73787,79839,85156,90175,94450,97733,100239,102047,103727,104400,102999,100208,97736,95261,89144,78.2,69.1,76.5
2017-07-10,83162,78992,75294,72975,71876,72864,75954,79772,84113,89155,93914,98933,103371,107274,110441,112359,113479,114079,114208,112453,109188,105871,102477,95729,78.2,74.1,74.7
2017-07-11,88471,83867,79534,76952,75478,76260,79262,83164,87771,92541,97492,102606,107020,110749,113759,115522,116612,117204,116734,115221,111904,108806,105582,99519,77.3,75.0,77.9
2017-07-12,92485,86988,82323,79263,77602,78309,81159,84460,89402,94592,99978,105718,110084,113720,116351,118126,119359,119607,118557,116212,112475,109462,105999,99309,78.4,76.2,77.4
2017-07-13,92348,87702,83575,80634,79005,79706,82035,85297,89582,94302,99175,103727,107041,110537,113216,114745,115033,114728,112798,110040,106357,103310,100024,93900,72.2,71.8,77.1
2017-07-14,87729,82712,78301,75814,74346,74755,76855,79853,84381,88675,93282,97675,101378,104495,106652,107851,108213,107841,105854,103043,99045,95769,93051,87555,71.0,68.8,70.2
2017-07-15,82177,77532,73182,70666,68946,68518,68614,69089,72601,77422,82749,87855,92235,95966,98905,101254,103271,104673,104825,103101,99314,96023,92982,87053,73.1,68.7,74.0
2017-07-16,81612,77264,72925,70302,68305,67409,67053,66435,70035,76040,82331,87400,92069,96131,99463,102161,104249,105711,106041,104441,100895,97669,94834,88610,69.2,67.0,77.1
2017-07-17,82656,78096,74215,71799,70969,71849,74636,78282,83444,88428,93731,99402,104261,108844,112408,114677,116311,117281,117145,115312,111722,107519,103484,95780,76.0,71.8,79.2
2017-07-18,88561,83431,79103,76308,74937,75241,77956,81802,87004,92268,97556,103202,108790,113228,116858,119848,121466,122388,122119,119829,115648,111682,107700,100347,80.5,76.6,78.8
2017-07-19,93171,87287,82845,79784,78179,78761,81036,84399,90020,95966,102028,108459,114066,119166,122738,124800,125748,125695,124498,121547,117599,114092,109838,102182,77.3,76.8,80.1
2017-07-20,95079,89653,85159,82119,80454,80918,83782,87375,92185,97481,103317,109336,114992,119915,124304,126381,128186,129151,128553,126305,122520,118928,114753,107028,81.5,76.5,81.4
2017-07-21,99968,93573,88702,85330,83309,83325,85547,88900,93955,99256,104770,110936,116545,120598,123749,125046,125244,124220,122342,119024,114966,112126,108401,102474,78.0,75.4,81.1
2017-07-22,96285,90994,86168,83027,80829,79771,80090,80372,83514,88512,94232,100043,104930,108802,111926,113918,115114,115455,115081,112457,108918,106052,102820,96786,80.3,72.1,76.6
2017-07-23,90951,86052,81605,78100,75099,73481,73087,72878,75619,80455,85411,89690,93808,97998,101288,103467,104805,106435,106762,104837,101360,98405,95293,89552,71.5,67.5,75.3
2017-07-24,83302,78355,74430,72167,71317,72467,76052,80020,84566,89577,93877,98201,101906,104736,107077,108734,109466,110231,109961,108342,104476,101445,98111,91541,73.1,65.2,72.4
2017-07-25,84875,80046,75763,73706,71929,72587,75317,79285,83856,88221,93114,97809,102120,106329,109903,112504,114030,114944,114457,112926,109020,106213,102281,95164,76.6,69.2,73.5
2017-07-26,88351,83829,79543,77031,75794,76369,79324,83028,87214,91721,96870,102741,107928,112893,116948,118805,119554,119908,118861,116216,112625,110096,105855,98605,78.6,72.7,77.0
2017-07-27,91929,86968,82638,79947,78396,79252,82003,85523,89421,93337,98140,102930,107442,110656,114095,116432,117658,117789,116689,114140,109798,106551,102647,95235,74.2,69.0,76.3
2017-07-28,88528,83593,79696,76820,75365,75993,78797,81700,85868,90351,94650,99068,103045,106562,109308,111131,112171,112168,110736,107573,102787,99177,95855,89600,72.7,67.1,70.7
2017-07-29,83067,78886,74957,72045,70491,69974,70360,70715,73252,77679,82110,85971,88869,91161,93459,95409,97440,99096,99190,97467,93876,90957,87985,82319,73.5,69.0,72.4
2017-07-30,77141,73162,69390,66943,65361,64584,64469,64490,67495,72285,77300,82131,86756,91330,95068,98318,101017,103151,103899,102671,99038,96178,92824,86386,76.8,71.0,75.5
2017-07-31,80304,75934,72065,69790,68841,69987,73285,76066,80942,86922,92909,98841,103974,108339,111971,114567,115880,116731,115926,113247,109045,105882,101269,93231,77.9,73.2,76.2
2017-08-01,86667,81828,77753,74983,73551,74219,77201,80763,85278,89297,94370,99703,104763,108951,112846,114678,115575,115448,114046,110976,106661,104290,100030,93426,77.2,74.3,74.0
2017-08-02,86736,81324,77086,74756,73335,73972,76998,80119,84028,88952,94032,99405,104234,107770,110755,111868,111708,111301,109833,107269,103335,101011,97405,90995,76.8,69.4,75.9
2017-08-03,84520,79353,75643,73334,72240,73171,76175,80082,84079,88135,92296,96993,101057,104223,107047,108134,108190,107319,105123,102180,98440,96570,93018,87354,62.9,66.3,69.9
2017-08-04,81585,76874,73399,71386,70292,70857,73552,76328,79155,82093,84878,87724,90010,91948,93652,94535,94583,93507,91979,89634,86572,85286,82981,78324,67.7,63.20000000000001,64.5
2017-08-05,72916,69209,66319,64436,63341,62970,63504,63669,66845,70944,75272,78827,81766,84049,85938,87006,87563,87644,87124,85377,83062,82876,80887,76300,71.9,64.1,68.3
