date,load1,load2,load3,load4,load5,load6,load7,load8,load9,load10,load11,load12,load13,load14,load15,load16,load17,load18,load19,load20,load21,load22,load23,load24,temp1,temp2,temp3
2019-01-03,78206,76289,75106,74236,74538,76097,79905,85297,88258,87768,87158,86487,85468,84275,83404,82493,82445,84788,88875,89438,88262,86671,83986,80205,37.979166666666664,36.25833333333333,36.1625
2019-01-04,77275,75421,74185,73803,73895,75164,79485,85091,88318,88129,87228,85851,84391,82887,81820,80609,79938,81218,84775,85523,84614,83536,81514,78470,39.81666666666666,33.079166666666666,39.949999999999996
2019-01-05,75418,73141,71836,71318,71539,72613,74892,77705,79973,80720,79519,77454,75248,73124,71287,70072,70086,72130,76500,77647,77176,76277,74916,72523,40.425000000000004,34.791666666666664,41.36666666666667
2019-01-06,71201,69442,68528,68168,68306,69270,70408,72697,74923,76210,75380,74137,72835,72446,71737,71432,72103,74913,78735,79362,78646,76957,74269,70833,45.48333333333334,32.724999999999994,47.69166666666666
2019-01-07,68080,66420,65458,65231,65699,68129,73159,79131,82298,82256,82020,81747,80985,80326,79864,79009,78544,79818,82500,83164,81683,79507,76168,72078,42.008333333333326,41.88333333333333,51.13750000000001
2019-01-08,68699,66571,65391,64848,65312,67478,72350,78679,81383,80897,80181,79823,79317,79062,78820,78719,78801,80685,84527,85852,85283,83534,80672,76679,23.61666666666667,27.466666666666665,28.691666666666666
2019-01-09,73899,72223,71676,71437,72385,75074,80546,87457,90528,89844,88954,88091,86972,86337,85575,84965,85230,87831,92325,93994,93507,92101,89130,85646,19.704166666666666,22.037500000000005,21.808333333333337
2019-01-10,82989,81343,80534,80348,80665,82662,87976,94822,97453,95938,94056,91718,89510,87613,86232,84922,84766,86880,91406,93280,92790,91518,88559,85101,26.849999999999998,20.86666666666667,26.7375
2019-01-11,82133,80679,78981,78512,78890,81079,86031,92308,94738,93630,92297,90722,88842,87229,86257,85572,85372,86884,89295,89262,87908,86230,83625,80205,30.3,26.891666666666666,29.891666666666662
2019-01-12,77200,75099,73521,73213,73227,74083,75415,77022,79209,81229,82920,83442,83107,82579,81609,80940,80501,81748,84308,84162,83007,81349,79136,76111,30.129166666666666,24.22083333333333,29.3875
2019-01-13,73542,72285,71739,71505,71632,72501,73738,75802,78303,80271,81881,82156,81913,81696,80965,80537,81206,83485,87651,88401,88044,86364,83522,80050,26.208333333333332,20.408333333333335,22.329166666666666
2019-01-14,77412,76282,76053,76481,77177,78978,84293,91085,93849,93769,93356,92836,91989,90793,90041,89108,89044,90907,94601,95472,94419,92431,88744,84791,26.649999999999995,27.474999999999998,25.583333333333332
2019-01-15,81194,79123,78025,77553,78004,79863,84839,91081,93635,93323,93100,92852,92134,91168,90374,89028,88597,90291,93536,94530,93677,91598,87930,84032,32.3625,26.683333333333326,32.1625
2019-01-16,81033,78854,77720,77157,77485,79127,83521,89756,92157,91300,90249,89204,87608,86323,85509,84725,84639,86402,89959,91138,90308,88491,85172,81258,31.5,21.924999999999997,33.60833333333334
2019-01-17,78172,75911,74462,74059,74221,76183,80518,86777,89269,88758,88572,87903,86940,85905,85202,84198,83830,85325,88076,88865,87819,86043,82728,79129,31.337500000000002,26.808333333333337,33.75416666666666
2019-01-18,76274,74326,73375,73100,73390,75027,79271,85337,88055,88211,88184,87861,87244,86389,85892,84950,84411,85436,88057,87874,86607,84602,82115,79370,27.066666666666674,19.541666666666668,31.975000000000005
2019-01-19,76614,74529,72980,72273,72063,72612,73911,76170,78737,81189,83327,84468,84537,84670,84456,84342,84554,86961,91137,92547,91968,91049,89351,87085,14.637500000000003,6.337500000000001,15.020833333333336
2019-01-20,85556,84154,83310,83133,83706,84605,85809,88350,90704,92468,92551,91194,89516,87802,86116,85162,85419,87886,92708,95257,95123,93948,92448,90291,11.291666666666666,-1.4416666666666667,9.141666666666666
2019-01-21,88544,87499,87054,87264,87843,89880,94069,99345,102189,102216,101227,99677,97778,95966,94306,93080,92916,94710,98786,100377,99691,97695,94257,90396,20.762500000000003,12.3375,22.425
2019-01-22,87016,84788,83468,82769,82328,83450,87818,93636,95510,94367,93317,92107,90920,89768,88858,87822,87475,88439,90643,91472,90035,87685,84328,80242,30.837499999999995,33.62916666666666,40.69166666666666
2019-01-23,76688,74440,73266,72596,72850,74976,79157,85160,88345,88707,89336,89435,89454,89213,89124,88542,88878,90612,94572,96135,95610,94216,91285,87541,17.270833333333332,26.941666666666663,23.98333333333333
2019-01-24,85274,83899,83115,83617,83835,86105,91358,98343,100820,99485,97671,95898,93855,92238,91281,90344,90275,91947,95565,98079,98196,97401,95026,92448,2.8749999999999996,16.004166666666666,14.766666666666667
2019-01-25,89982,88700,88257,88016,89029,91243,96265,102862,105022,103606,101194,98607,95801,93323,91554,89937,89563,91117,94594,96263,95736,94449,92403,90019,4.637499999999999,7.141666666666668,23.125
2019-01-26,87770,85806,84670,84074,83880,84860,86062,88961,91348,92774,92180,90219,87736,85254,83260,81942,81626,82800,86329,87828,87127,85654,84038,81415,6.120833333333334,12.529166666666663,21.704166666666662
2019-01-27,78797,77236,76481,76478,76771,77629,79624,82427,85098,86935,86686,84972,83487,82321,81357,80511,80685,82934,87683,90218,90218,88973,86406,83114,19.816666666666666,8.820833333333333,28.125
2019-01-28,81225,79740,78739,78553,79205,81501,85911,92005,94274,93497,92530,91275,90168,89132,88596,88018,87984,89597,93490,95898,95389,94079,91976,89030,5.570833333333334,13.245833333333335,14.291666666666666
2019-01-29,86493,85170,84601,84200,85279,88164,93622,100283,103170,103055,102156,100471,98969,97822,96793,96041,95953,97910,102203,105149,104782,103824,101374,98717,-13.458333333333334,-2.066666666666667,0.31249999999999994
2019-01-30,96473,95363,94888,94908,95669,97805,101949,107120,108618,108084,106877,105107,103671,102125,100993,99997,99913,101982,106439,108364,107469,105863,102924,99560,-11.595833333333333,-7.808333333333333,1.3083333333333333
2019-01-31,97338,96151,95340,94886,95350,97044,100804,106180,107891,106914,105642,103983,101551,99190,97675,96190,95828,96850,100112,101774,100726,98595,95102,90876,9.924999999999999,2.058333333333333,18.012500000000003
2019-02-01,87751,85393,84501,83778,83910,84882,88887,94206,96528,95656,94385,92466,89782,87587,86010,84452,83621,84207,87319,89396,88653,87446,85372,82317,27.200000000000003,22.70416666666667,28.245833333333334
2019-02-02,79974,78199,76378,75665,75639,76339,77589,80309,82101,83259,82919,81223,78971,77064,75401,73971,73630,74277,76897,78598,77834,76593,74542,71866,41.262499999999996,43.72083333333333,45.53333333333333
2019-02-03,69782,68130,67117,66562,66331,66844,67623,69551,70966,72759,73290,73011,72766,72375,71652,70909,71287,72579,75137,75703,74865,73533,71684,69328,46.61249999999999,48.26666666666666,48.15833333333334
2019-02-04,66722,64893,63920,63731,64354,66473,71087,77336,80027,80398,80632,80839,80623,80579,80337,79893,79799,80943,83616,85550,84785,82776,79535,75545,30.95416666666667,35.729166666666664,38.28333333333333
2019-02-05,72459,70565,69591,69220,69878,72022,76901,83317,85662,85775,86190,86156,85897,85557,85160,84564,84529,85311,87778,89239,88134,85765,82238,78490,34.55833333333333,29.625,44.93333333333333
2019-02-06,74814,72499,71504,70667,70492,71941,75825,81481,83813,84233,84678,85135,84860,84723,84704,84402,84204,84993,87005,88225,87108,85015,81666,77797,34.88333333333333,32.13333333333333,46.9
2019-02-07,74267,72215,71188,70656,70437,71654,76118,81897,84362,84878,85855,86728,87110,87168,87204,86977,86873,87982,90766,93251,92725,91347,88995,85700,11.583333333333334,23.291666666666668,21.41666666666667
2019-02-08,83030,82270,81981,82037,82909,85116,90218,96860,99360,99561,98653,97705,96270,94858,93607,92114,91719,92919,96187,98793,98233,96925,94966,92349,13.975,14.137500000000001,17.53333333333333
2019-02-09,89914,87907,86314,85800,85791,86796,88917,91792,93712,94540,94009,92341,89944,87182,84581,83099,83154,84148,87382,89681,89271,87997,85932,83407,25.09583333333333,19.8,25.583333333333332
2019-02-10,80876,78911,78147,77497,77285,77340,78338,79868,81521,83311,84327,84281,83638,83095,82068,81749,81360,82512,85158,87112,86037,84020,80849,77476,29.683333333333337,24.558333333333326,34.55416666666667
2019-02-11,74971,73216,71945,71733,72399,74043,78979,85278,87594,87686,87763,87913,87374,87064,86889,86025,85805,86298,88492,89833,88423,86349,82825,78638,31.14166666666667,28.116666666666664,37.62916666666667
2019-02-12,75954,73663,72041,71627,71750,73574,77126,82366,84778,85138,85845,86325,86238,85963,85807,85285,84893,85930,88701,91857,91645,90250,87546,83789,21.275000000000002,26.23333333333333,27.320833333333336
2019-02-13,80998,79652,79083,79083,79471,82097,87376,94159,95744,93974,91859,89412,87129,85334,83892,82668,82092,83344,86322,89273,89104,87816,84999,81771,36.25416666666666,27.15416666666667,39.1125
2019-02-14,78334,76354,75254,74319,74135,76003,80976,87119,88698,87877,86568,85026,83202,81973,81020,80018,79144,79662,81871,84810,84682,83308,80843,77962,23.6375,30.316666666666663,34.42916666666667
2019-02-15,75375,73936,73770,73805,74545,75792,80259,86370,88870,89192,89276,89268,88965,88512,88017,87192,86760,87437,89517,91153,90315,88637,86092,82836,22.3875,21.508333333333336,25.962499999999995
2019-02-16,80011,77910,76392,76000,75862,76724,78705,81568,83347,84948,85740,85078,83625,81647,80059,79156,79029,80043,82870,85428,84727,83466,81339,78719,26.704166666666666,21.65833333333333,27.499999999999996
2019-02-17,76244,74459,73103,72381,72412,72905,73743,74900,76388,78855,80239,80663,80899,80960,80646,80346,80737,81935,84532,86631,86298,84573,81890,78996,26.6875,20.312499999999996,29.691666666666666
2019-02-18,76588,75085,74396,74456,75376,78005,82746,88931,91396,92151,92258,91386,90139,88786,87764,86807,86622,87683,90735,93967,93744,92072,88861,85028,24.412500000000005,11.891666666666667,27.491666666666664
2019-02-19,82296,81303,80631,80156,80989,82658,87813,94200,95682,94829,93188,91874,90441,89312,88572,87991,87930,89129,91532,94011,93164,91175,87629,83765,31.6125,23.65833333333333,34.300000000000004
2019-02-20,80507,77929,76748,76092,76142,78074,81816,87113,88661,88850,88916,88544,87713,86600,85824,84582,83774,84120,85739,88383,88046,86360,83400,79748,31.837499999999995,33.92083333333334,36.5125
2019-02-21,77311,75976,75054,74667,75355,77025,81406,87840,89166,87882,86382,85059,83911,82944,82623,82308,82332,83397,86023,88765,88569,86788,83984,80023,30.616666666666664,27.6375,34.75
2019-02-22,77153,75010,74115,73750,74250,75603,80300,86356,88001,88093,87382,86409,85267,84302,83082,82280,81773,82162,83593,85427,84353,82633,80444,76931,35.62916666666667,31.108333333333334,40.6875
2019-02-23,73978,72036,70306,69388,69094,69549,70705,72466,74434,76646,78417,78719,78085,77343,76200,75356,75063,75571,76842,78583,77800,76015,73735,71194,35.4375,37.39166666666667,44.2125
2019-02-24,69192,67503,66690,66368,66596,67394,68906,71600,74417,76267,77314,77397,77144,76494,75658,74803,75057,76508,79937,84346,85431,84679,82588,79851,15.845833333333331,18.666666666666668,26.375000000000004
2019-02-25,77656,76456,76448,76757,77865,80861,86459,92938,94378,93478,91890,89983,88156,86570,85416,83766,83157,84020,86837,91019,91121,89633,86681,83175,21.7,15.666666666666666,32.79583333333334
2019-02-26,80633,79392,78530,78232,78895,80289,85286,91286,92367,91089,89654,88009,86279,84629,83439,82328,81644,82175,84276,87784,87764,86401,83353,80129,26.041666666666668,17.0125,34.791666666666664
2019-02-27,77484,75701,74878,74148,74430,75172,79613,85373,86802,86407,85866,85181,84326,83439,82939,82453,82236,83159,85497,88921,88910,87389,84516,81499,20.45416666666667,13.058333333333332,30.108333333333334
2019-02-28,79261,77488,76427,76063,76646,77728,82155,87905,89845,89859,89880,89431,88719,88016,87535,86842,86467,86956,88658,91270,90890,89125,86074,82448,28.691666666666674,21.620833333333337,32.76666666666667
2019-03-01,79617,77921,77097,76558,77066,77888,82182,87749,89626,89354,88653,87637,86187,84761,83592,82323,81506,81949,83197,85180,84841,83315,80946,77791,30.508333333333336,28.616666666666664,36.31250000000001
2019-03-02,75416,74042,72921,72411,72314,73121,73883,76136,78141,80487,81486,80994,80060,79182,78524,78040,78163,78354,79921,82627,82457,81268,79754,77273,23.083333333333332,19.40416666666667,28.95
2019-03-03,74877,73232,72309,71842,72001,72746,74150,76312,78103,80537,82288,83071,83396,83333,82712,82260,82668,84011,87140,91348,92271,91160,89256,86618,6.874999999999999,10.308333333333335,11.737499999999997
2019-03-04,84715,83923,83794,84398,85740,88637,94078,100247,102167,101989,101424,100334,98981,97462,95949,94443,94329,95193,98344,102751,103228,101547,98744,95686,13.404166666666663,10.595833333333333,12.804166666666665
2019-03-05,92742,91485,90627,90617,91342,93410,98020,103549,104361,102323,100285,98115,95910,94060,92549,91427,90755,91143,93676,98205,99456,98407,95749,92250,18.354166666666668,13.029166666666669,17.904166666666665
2019-03-06,89714,88592,88094,87673,88759,91189,96311,101856,102157,99455,96674,94062,91460,88952,87449,86040,85300,85638,88058,92216,93113,92263,89482,85773,24.416666666666668,18.39166666666667,27.416666666666668
2019-03-07,83326,81853,80789,80836,81371,82801,87568,93016,93929,93020,91885,90414,88449,87065,86120,85490,85311,85771,87431,90593,90659,89049,85773,81964,29.63333333333333,20.779166666666665,32.574999999999996
2019-03-08,79058,77012,75674,75195,75233,76501,80563,85640,87448,87495,86895,85844,84507,82708,81332,80096,79708,79713,80533,82903,82625,81362,79256,76143,35.12083333333333,27.599999999999998,36.87916666666667
2019-03-09,73484,71201,69851,69119,68997,69468,70716,72736,74735,77090,78466,78774,78585,78242,77299,76376,75984,76219,77003,78403,77902,76139,73888,71233,37.70833333333333,36.599999999999994,43.070833333333326
2019-03-10,69007,67208,66077,65598,66191,66907,68853,70870,72293,74054,74611,74828,74758,74201,73720,73768,74389,75447,77145,80156,80456,78294,74989,74989,33.3,32.0,37.8
2019-03-11,72314,70326,69031,68821,69532,71467,76057,82337,85593,85467,84896,84165,82898,81770,80828,79385,78629,77904,77915,78764,82218,82605,80263,76736,36.3,30.100000000000005,37.3
2019-03-12,74075,71950,71061,70793,71232,72809,77136,83268,85749,84945,83822,82678,81438,80308,79768,78788,77823,78165,78612,79935,82293,81664,78778,74666,47.1,38.6,50.79999999999999
2019-03-13,71405,69081,67761,67030,67036,68554,72424,78326,81078,80865,80984,80808,80209,79664,79151,78491,77855,77847,77866,78374,80366,80028,77080,73367,56.20000000000001,50.70000000000001,59.79999999999999
2019-03-14,69997,67799,66337,65393,65092,66447,70139,75931,78619,78773,79312,79691,79716,79413,79149,78474,77803,77800,77968,78642,80513,80502,77729,73989,38.6,41.6,42.9
2019-03-15,70873,68745,67507,66431,66813,68746,72967,79043,82587,82842,83037,82748,81783,80816,79739,78567,77507,77105,76979,77348,79472,79952,78174,75611,35.5,31.7,34.9
2019-03-16,72820,70750,69504,69362,69433,70581,72796,75705,78408,79444,79138,77704,75881,73818,71750,70136,69047,68683,69203,70404,73634,74892,73994,71884,36.0,27.8,36.9
2019-03-17,69773,67916,67221,66902,67310,68072,69670,72083,74476,75791,75523,74136,72587,71342,69766,69067,68533,68925,69616,71160,74874,76313,74795,72041,36.1,32.5,35.9
2019-03-18,70080,69264,68743,68725,69923,72658,78008,84983,87611,86551,84435,82346,80418,78799,77637,76175,75175,74929,75502,76555,79953,80634,78412,75290,39.8,34.3,37.7
2019-03-19,72645,71552,70839,70721,71685,73658,78562,85278,87415,85817,83523,81255,79063,77411,76292,74953,73964,73507,73817,75046,78243,79103,77004,73379,42.5,37.3,41.4
2019-03-20,70452,69114,68289,68191,68433,70372,75109,81824,84301,83587,82349,80883,79572,78765,78116,77119,76624,77143,77397,77858,79510,79591,76916,73411,40.4,37.7,41.6
2019-03-21,70526,68926,67779,67257,67679,69565,74098,80774,83464,82929,81727,80428,79214,78164,77472,76298,75440,75132,75264,75897,78188,79265,76609,73412,40.6,36.8,41.1
2019-03-22,71144,69779,68948,68471,68644,70474,74959,81395,83841,82890,80846,79098,77309,76102,75054,73928,72685,72240,72095,72173,74249,75271,73556,70943,37.9,31.600000000000005,37.5
2019-03-23,68916,67115,66093,65606,65684,66522,68519,71601,73617,74792,74443,72983,71317,69658,68647,67804,67489,68023,67703,68220,70466,71154,69533,66872,46.0,41.8,45.5
2019-03-24,64591,63083,62092,61746,61443,61587,62380,64303,66129,68451,69556,69173,68867,68515,67964,67789,67867,68784,69910,70711,72882,73314,71016,67633,37.6,35.5,45.6
2019-03-25,65143,63746,63093,62911,62929,64826,69747,76440,79039,79193,79503,79590,79166,78649,78139,77281,76518,76357,76547,77066,79321,80049,77490,73329,36.1,32.4,38.5
2019-03-26,70526,68925,67762,67508,67537,69819,74758,80869,83050,82106,80953,79608,78330,77057,76121,74891,73916,73762,74035,74916,77721,79004,76444,72876,42.79999999999999,38.5,42.70000000000001
2019-03-27,70305,68788,68074,68051,68445,70137,74855,81410,83369,81983,80011,78115,76584,75254,74609,73627,72928,73024,73118,73643,75873,76724,73963,70524,53.5,52.4,52.9
2019-03-28,67639,66028,65055,64666,64358,65718,69917,76251,78545,78230,77396,76650,75693,74837,74561,73942,73236,73217,73324,73558,75505,76039,73571,69413,47.5,45.70000000000001,55.6
2019-03-29,65910,64125,63176,62632,62825,64189,67577,73602,76109,76457,76296,76260,75658,74760,74300,73448,72402,72258,72366,72235,73593,73706,71698,68544,40.2,38.5,51.29999999999999
2019-03-30,65779,63160,61437,60587,60554,61075,62693,64991,67057,69813,71785,72744,72859,72540,72074,71784,71868,72337,72725,73250,74885,75950,74078,71376,31.899999999999995,28.2,31.2
2019-03-31,69326,67676,66671,66106,65845,66533,67756,70136,72219,73887,74634,74562,74084,73474,72298,71332,70681,71031,72152,73297,76397,78290,76486,73817,36.5,30.399999999999995,33.8
2019-04-01,71219,70371,69987,70344,71189,73524,78961,85614,87838,86572,84673,82803,80824,79157,77829,76419,75152,75074,75641,76739,79377,80418,78149,75281,44.9,42.79999999999999,44.20000000000001
2019-04-02,72558,71176,70684,70537,71266,72423,76755,83355,85481,83956,81914,79934,78023,76674,75799,74326,73266,72908,73061,73585,75659,77428,74957,71822,47.0,43.20000000000001,48.1
2019-04-03,69075,68050,67253,67055,67799,69140,73262,79571,81328,80078,78407,76859,75381,74251,74065,73203,72541,72487,72664,73257,75149,76301,74275,70456,46.70000000000001,37.9,54.6
2019-04-04,67258,65573,64736,64426,64548,65144,69211,75172,77952,78319,78450,78684,78197,78084,77699,76685,75805,76189,76243,76849,78238,78200,75097,70953,45.0,38.7,51.6
2019-04-05,68054,66124,64773,64070,64057,64718,68770,74418,76969,77529,77852,77900,77124,76249,75506,74660,73643,72995,72512,72340,73348,73989,71854,68784,52.29999999999999,50.29999999999999,55.79999999999999
2019-04-06,65482,63322,62318,61476,61385,61789,62533,64603,66356,68470,69710,70012,69753,69190,68765,68216,68408,68752,69015,68624,69471,70212,68380,65509,59.4,55.29999999999999,59.1
2019-04-07,63199,61364,59765,58814,58495,58789,59362,59905,61562,64229,66046,67072,67717,68338,68621,68457,68823,69415,70162,70240,71482,72094,69489,65786,62.70000000000001,60.20000000000001,64.1
2019-04-08,62582,60598,59519,58886,59286,60557,65198,71219,73832,74711,75242,75794,76293,76323,76700,76362,75930,75721,75743,75968,76723,77571,74070,69868,60.9,54.29999999999999,60.20000000000001
2019-04-09,65971,63015,60862,59612,59638,61372,65777,70983,73566,73998,74576,74854,75229,75741,76379,76678,76956,77274,77451,77371,77652,78350,74918,70441,41.6,41.0,54.70000000000001
2019-04-10,66870,64532,62988,62118,62194,63152,66934,72434,74982,75766,76396,77039,77596,78100,78979,79494,79729,80086,80476,80285,80377,80557,77296,73281,45.6,37.0,58.6
2019-04-11,69858,67426,65500,64736,64050,64838,68804,74287,76555,77582,78432,79212,79692,79961,80312,79924,79532,79463,79114,78717,79525,79952,76685,72470,50.6,49.1,62.1
2019-04-12,69100,66394,64746,63383,63507,64713,68222,73732,76209,76842,77188,77116,76451,75906,75675,74973,74260,73971,73454,72895,73686,74955,72844,69452,44.29999999999999,45.29999999999999,51.29999999999999
2019-04-13,66702,64865,63445,62662,62487,63047,64815,66465,68316,70459,71520,71582,71244,70468,69815,69324,68926,69101,69255,69506,70584,71522,69881,67238,37.1,36.4,45.4
2019-04-14,64756,63254,62197,61519,61251,61177,62107,63611,66025,68588,70270,70640,70912,70770,70133,69671,69300,69761,70374,71159,72632,74218,72590,69487,39.9,39.0,40.3
2019-04-15,67263,66215,65726,65379,65478,67405,72926,78984,81219,80361,79287,78198,77224,76321,75580,74726,74078,73738,74033,74260,75338,76824,74196,69838,57.79999999999999,42.6,55.9
2019-04-16,66543,65059,63875,63140,63401,64508,68742,74028,75948,75734,75335,75061,74971,75172,75434,75652,75612,75825,75981,75908,76388,77669,74463,70195,57.9,47.5,64.1
2019-04-17,66528,64038,62361,61304,61274,62706,65884,70993,73650,74609,75567,76407,76943,77517,78006,78029,77910,78143,78080,77962,78165,78617,75651,71515,58.6,59.4,64.6
2019-04-18,68107,65525,63749,62638,62510,63153,66662,72128,74725,75989,77029,77569,77583,77295,76845,76188,75265,75034,74962,74753,74938,75243,72931,69276,44.5,42.0,45.0
2019-04-19,65942,64123,62664,62140,62031,62672,65207,69044,71530,73003,73882,74029,73405,72645,71955,71106,70621,70348,70026,69565,70151,71788,70480,67624,50.6,40.9,42.9
2019-04-20,65199,63924,62620,61887,61792,62489,63514,64820,66913,68892,69769,69447,68550,67575,66665,66068,66128,66535,67091,67297,67670,69344,67939,65006,59.6,48.29999999999999,48.70000000000001
2019-04-21,61820,59683,58630,58207,57992,57945,59369,60413,62487,64342,64591,64182,63860,63541,62993,63026,63555,64323,65335,66208,67049,68951,67215,63629,68.4,59.20000000000001,61.0
2019-04-22,60136,57938,56636,56026,56544,58659,63075,68222,71653,73257,74596,75893,76574,77145,78062,78540,78717,78922,78886,78152,78176,78872,75551,70969,59.1,58.4,63.5
2019-04-23,66848,63996,62137,61339,61479,62584,65750,70683,73152,74084,74774,75564,75971,76361,76763,76558,76156,75853,75578,75498,75906,77257,74487,70149,53.9,48.0,52.4
2019-04-24,66514,64244,62682,61828,61622,62583,66027,70763,73314,73921,74748,75509,76167,76784,77257,77266,76929,76763,76770,76601,76787,77520,74767,70653,57.70000000000001,55.0,56.79999999999999
2019-04-25,67123,64941,63124,62378,62409,63748,66450,71335,74113,75134,75781,76351,76394,76775,76882,76559,76397,76511,76404,76206,76264,76916,74292,70310,56.5,53.4,56.6
2019-04-26,66343,64317,62536,61795,61841,63418,65794,70274,72904,73711,74394,74664,74660,74632,74943,74463,74119,74060,73387,72672,71954,72930,71091,67728,42.9,43.29999999999999,50.4
2019-04-27,64406,62671,61138,60226,59919,60631,62045,62484,64623,67352,68976,69791,69967,69857,69494,69547,69823,70649,71086,70761,70570,71186,69558,66184,41.5,45.20000000000001,47.5
2019-04-28,63697,61031,59538,58160,57628,58114,59199,60229,62247,64857,66456,66988,67307,67618,67720,67922,68519,69379,70559,71078,71555,72820,70484,66921,46.79999999999999,40.8,54.1
2019-04-29,63517,61952,61168,60704,60755,62236,66614,72165,75405,76790,77834,78767,79143,79524,79928,80112,79958,80254,80173,79755,79379,79744,76858,72349,46.1,43.5,57.6
2019-04-30,68281,65371,63605,62531,62432,63700,67606,72656,75512,76559,77945,79191,80261,81207,81786,81921,81903,82444,82434,81972,81450,81855,78521,73733,52.9,52.4,68.7
2019-05-01,69509,66900,65062,64088,63805,65087,68461,73160,75756,77076,78369,79396,80174,80707,81359,81064,81036,81153,81091,80827,80174,80799,77959,73470,45.79999999999999,50.70000000000001,61.4
2019-05-02,69221,66584,64660,63597,63183,64963,68182,72895,75805,77007,78209,79186,79396,79741,80187,79954,79649,79748,79615,78939,78685,79169,76570,72042,48.6,46.79999999999999,60.0
2019-05-03,67800,65616,63882,62704,62743,64056,67768,71674,74317,75427,76242,76862,77244,77525,77431,77145,76525,76352,75623,74815,74377,75198,73399,70240,50.9,51.4,55.70000000000001
2019-05-04,66801,64383,62605,61357,60814,61132,62092,62472,64573,66898,68355,68796,68781,68349,67856,67730,67822,68281,68530,68389,68191,69481,68196,65573,58.79999999999999,55.6,56.6
2019-05-05,62577,60608,59163,58140,57803,57886,58606,58804,60141,62601,64220,65144,66041,66860,67563,68338,69577,71054,72397,72543,72152,73000,70652,66467,60.70000000000001,57.29999999999999,63.1
2019-05-06,62427,59632,58164,57370,57650,59661,63887,69240,72319,73970,75246,76508,77561,78509,79932,80493,80814,81387,81353,80873,80066,80577,77355,72429,47.4,48.29999999999999,65.3
2019-05-07,67745,64927,63128,62077,61897,63174,65783,70836,73644,74757,76051,77393,78531,79710,81100,81600,81510,81582,81321,80458,79843,80478,77670,72855,53.70000000000001,48.4,64.0
2019-05-08,68293,65172,62874,61140,60977,62441,66410,71008,74220,75695,76648,78144,79194,80245,81395,81718,81692,81943,81942,81293,80772,81101,78261,73969,63.20000000000001,61.0,71.9
2019-05-09,70152,67675,65937,64545,64512,65551,68848,74074,77293,78579,79615,80424,80858,80752,80735,80278,79494,78960,78416,78045,77946,78688,76072,71380,50.1,53.79999999999999,53.29999999999999
2019-05-10,67458,64538,62855,61802,61671,63104,66616,71278,74166,75005,75543,75484,74865,74783,74547,73745,73099,72632,71999,71365,71393,72792,71672,68341,48.1,46.5,50.6
2019-05-11,64959,62765,60530,59669,59361,59765,60942,62206,64304,66884,68613,69479,69693,69753,69281,68919,68688,68725,68587,68328,68643,69582,68425,65570,47.20000000000001,48.0,46.79999999999999
2019-05-12,62299,60272,59047,58017,58159,58436,59326,60107,61824,64198,65733,66076,66207,66234,66174,66324,66933,67984,68752,69320,69782,70945,69736,66169,50.4,48.1,49.4
2019-05-13,62927,61586,60755,60334,60598,61675,65797,70688,73779,74788,75569,76233,76598,77151,77583,77586,77399,77673,77413,77092,76273,77176,75140,70507,55.70000000000001,52.20000000000001,54.70000000000001
2019-05-14,66248,63766,62371,61555,61251,62981,66626,70824,73409,74086,74666,75376,76340,77262,78381,78807,79008,79189,79073,78545,77855,78628,76370,71706,63.6,59.70000000000001,60.29999999999999
2019-05-15,67093,63956,62177,61075,61058,62098,65091,69600,72711,74210,75754,77217,78780,80332,81697,82496,83022,83697,83794,83240,82013,81894,79844,74901,67.0,61.4,63.20000000000001
2019-05-16,70021,66319,63777,62543,62357,63259,66445,70657,74293,76585,78911,81512,83751,85524,87626,89325,90370,90802,90336,89098,87229,86498,83792,78401,57.5,64.5,70.2
2019-05-17,72856,69029,66399,64609,63928,64124,67209,71547,75208,77866,80358,82309,84091,85922,87174,88053,88528,88797,88223,86470,84136,83231,80518,75798,58.0,58.79999999999999,74.7
2019-05-18,71209,67484,64905,63091,62076,62113,62833,64078,66956,71021,74669,77768,79936,81261,82048,82633,83300,83572,82727,81398,79526,78983,76509,72646,66.1,67.6,71.8
2019-05-19,69306,65862,63788,61919,61195,61094,61502,62119,64797,67693,69687,71492,72498,73541,74031,74890,75897,77149,78000,77724,76515,76302,74278,70401,54.1,55.5,58.70000000000001
2019-05-20,66470,63710,61848,61063,61235,62965,66079,70815,74409,76502,78214,79850,81274,82589,83752,84089,84268,84373,83850,82673,81574,81568,79076,74482,49.5,51.1,51.6
2019-05-21,70394,67324,65326,64118,63778,65153,68431,72567,75956,77763,78845,80400,81775,82665,83456,83543,83683,83847,83415,82572,81622,81754,79061,74937,63.9,57.0,62.20000000000001
2019-05-22,71124,68059,66163,65173,64584,65666,68602,73246,76712,78870,80749,82661,84200,85706,87151,88259,89346,89910,89827,89291,87859,87716,85269,79713,72.1,68.8,72.6
2019-05-23,74454,70451,68198,67130,66401,66876,70003,74305,78134,80771,83360,85753,87878,89775,91692,92696,93186,93460,92900,91560,89435,88388,85786,80542,64.5,58.6,74.2
2019-05-24,74716,70660,67680,65906,65080,65677,68686,72855,77032,80502,84020,87116,89533,91515,93083,93906,94518,94470,93767,92003,89152,87337,84522,79543,76.4,67.5,77.5
