date,hour,temp,load,weekday
2006/4/3,15.5,24.7,9294.87,0
2006/4/3,16,24.4,9212.27167,0
2006/4/3,16.5,23.9,9220.77,0
2006/4/3,17,23.4,9228.235,0
2006/4/3,17.5,23.2,9329.81167,0
2006/4/3,18,23,9635.87667,0
2006/4/3,18.5,22.8,9895.42,0
2006/4/3,19,22.6,9819.60833,0
2006/4/3,19.5,22.45,9456.33,0
2006/4/3,20,22.3,9252.215,0
2006/4/3,20.5,22.2,8936.70667,0
2006/4/3,21,22.1,8734.6,0
2006/4/3,21.5,22.05,8505.26,0
2006/4/3,22,22,8191.29833,0
2006/4/3,22.5,21.35,8283.82333,0
2006/4/3,23,20.7,8257.79167,0
2006/4/3,23.5,19.95,8212.11333,0
2006/4/4,0,19.2,8073.40333,0
2006/4/4,0.5,18.85,7951.28167,0
2006/4/4,1,18.5,7815.61833,0
2006/4/4,1.5,18.45,7664.285,0
2006/4/4,2,18.4,7440.00833,0
2006/4/4,2.5,18.05,7106.49833,0
2006/4/4,3,17.7,6739.185,0
2006/4/4,3.5,17.55,6550.16,0
2006/4/4,4,17.4,6410.08833,0
2006/4/4,4.5,17.4,6399.94167,0
2006/4/4,5,17.4,6468,0
2006/4/4,5.5,17,6748.775,0
2006/4/4,6,16.6,7186.06667,0
2006/4/4,6.5,16.85,7841.13667,0
2006/4/4,7,17.10000001,8517.13667,0
2006/4/4,7.5,18,8710.50167,0
2006/4/4,8,18.9,9025.46333,0
2006/4/4,8.5,20.6,9170.13667,0
2006/4/4,9,22.3,9264.68,0
2006/4/4,9.5,24.05,9442.085,0
2006/4/4,10,25.80000001,9555.29167,0
2006/4/4,10.5,27.1,9647.33333,0
2006/4/4,11,28.4,9635.91,0
2006/4/4,11.5,27.7,9591.53167,0
2006/4/4,12,27,9653.02167,0
2006/4/4,12.5,27.85,9656.54667,0
2006/4/4,13,28.7,9647.14167,0
2006/4/4,13.5,28.35,9629.20333,0
2006/4/4,14,28,9637.85667,0
2006/4/4,14.5,27.6,9689.87667,0
2006/4/4,15,27.2,9662.015,0
2006/4/4,15.5,27.45,9668.905,0
2006/4/4,16,27.70000001,9686.755,0
2006/4/4,16.5,28.85,9704.63333,0
2006/4/4,17,30,9660.48,0
2006/4/4,17.5,29.2,9615.71833,0
2006/4/4,18,28.4,9752.26333,0
2006/4/4,18.5,27.85,9984.99167,0
2006/4/4,19,27.3,9864.77167,0
2006/4/4,19.5,26.9,9534.16833,0
2006/4/4,20,26.5,9280.55333,0
2006/4/4,20.5,25.4,9068.15333,0
2006/4/4,21,24.3,8839.93833,0
2006/4/4,21.5,24.05,8576.09667,0
2006/4/4,22,23.8,8296.945,0
2006/4/4,22.5,23.9,8446.08667,0
2006/4/4,23,24,8327.48833,0
2006/4/4,23.5,23.65,8260.77333,0
2006/4/5,0,23.3,8109.06,0
2006/4/5,0.5,23.1,7903.84667,0
2006/4/5,1,22.9,7773.74833,0
2006/4/5,1.5,22.8,7617.63167,0
2006/4/5,2,22.7,7383.195,0
2006/4/5,2.5,22.15,6955.28833,0
2006/4/5,3,21.6,6647.95667,0
2006/4/5,3.5,21,6418.43667,0
2006/4/5,4,20.39999999,6317.795,0
2006/4/5,4.5,18.55,6296.74833,0
2006/4/5,5,16.7,6345.955,0
2006/4/5,5.5,16.4,6636.94333,0
2006/4/5,6,16.1,6970.54167,0
2006/4/5,6.5,15.7,7656.16,0
2006/4/5,7,15.3,8364.76167,0
2006/4/5,7.5,15.45,8580.07667,0
2006/4/5,8,15.6,8940.125,0
2006/4/5,8.5,16.3,9146.20667,0
2006/4/5,9,17,9257.51667,0
2006/4/5,9.5,17.5,9459.66667,0
2006/4/5,10,18,9581.845,0
2006/4/5,10.5,18.6,9701.6,0
2006/4/5,11,19.2,9830.13667,0
2006/4/5,11.5,19.7,9826.10667,0
2006/4/5,12,20.2,9905.135,0
2006/4/5,12.5,21,9922.15667,0
2006/4/5,13,21.8,9919.09833,0
2006/4/5,13.5,22,9981.695,0
2006/4/5,14,22.2,10068.44667,0
2006/4/5,14.5,21.9,10105.87833,0
2006/4/5,15,21.6,10010.18,0
2006/4/5,15.5,21.05,9997.66333,0
2006/4/5,16,20.5,10130.51667,0
2006/4/5,16.5,19.85,10099.41667,0
2006/4/5,17,19.2,10096.23833,0
2006/4/5,17.5,18.8,9996.44167,0
2006/4/5,18,18.4,10061.97,0
2006/4/5,18.5,18,10214.44667,0
2006/4/5,19,17.6,10139.53333,0
2006/4/5,19.5,17.2,9785.22667,0
2006/4/5,20,16.8,9477.66,0
2006/4/5,20.5,16.4,9272.95833,0
2006/4/5,21,16,9043.45333,0
2006/4/5,21.5,15.95,8723.48333,0
2006/4/5,22,15.9,8429.43167,0
2006/4/5,22.5,15.6,8561.32167,0
2006/4/5,23,15.3,8381.255,0
2006/4/5,23.5,15.2,8313.62333,0
2006/4/6,0,15.1,8112.87,0
2006/4/6,0.5,15.15,7892.36833,0
2006/4/6,1,15.2,7707.245,0
2006/4/6,1.5,15,7531.80333,0
2006/4/6,2,14.8,7292.85833,0
2006/4/6,2.5,14.85,6964.675,0
2006/4/6,3,14.9,6638.49833,0
2006/4/6,3.5,14.8,6455.03,0
2006/4/6,4,14.7,6354.20833,0
2006/4/6,4.5,14.4,6332.09167,0
2006/4/6,5,14.1,6403.13667,0
2006/4/6,5.5,13.8,6662.36833,0
2006/4/6,6,13.5,7032.15667,0
2006/4/6,6.5,13.75,7735.99667,0
2006/4/6,7,14,8381.34833,0
2006/4/6,7.5,14.8,8623.31333,0
2006/4/6,8,15.6,8975.74333,0
2006/4/6,8.5,16.3,9088.72667,0
2006/4/6,9,17,9141.00833,0
2006/4/6,9.5,17.75,9288.27667,0
2006/4/6,10,18.5,9323.37333,0
2006/4/6,10.5,19.2,9382.93,0
2006/4/6,11,19.9,9408.29,0
2006/4/6,11.5,20.9,9335.37,0
2006/4/6,12,21.9,9337.955,0
2006/4/6,12.5,22.8,9308.02833,0
2006/4/6,13,23.7,9332.95833,0
2006/4/6,13.5,24.05,9314.265,0
2006/4/6,14,24.4,9266.15667,0
2006/4/6,14.5,25,9256.87667,0
2006/4/6,15,25.6,9219.66167,0
2006/4/6,15.5,24.7,9214.78167,0
2006/4/6,16,23.8,9247.37167,0
2006/4/6,16.5,23.2,9250.13333,0
2006/4/6,17,22.6,9264.64667,0
2006/4/6,17.5,22.1,9281.19667,0
2006/4/6,18,21.6,9529.77333,0
2006/4/6,18.5,21.2,9912.7,0
2006/4/6,19,20.8,9907.255,0
2006/4/6,19.5,20.25,9576.25667,0
2006/4/6,20,19.7,9355.785,0
2006/4/6,20.5,19.35,9217.95667,0
2006/4/6,21,19,9028.56,0
2006/4/6,21.5,18.45,8709.03667,0
2006/4/6,22,17.9,8405.63667,0
2006/4/6,22.5,17.85,8505.68,0
2006/4/6,23,17.8,8391.75333,0
2006/4/6,23.5,17.55,8276.47833,0
2006/4/7,0,17.3,8173.895,1
2006/4/7,0.5,16.9,7923.61833,1
2006/4/7,1,16.5,7767.05833,1
2006/4/7,1.5,16.2,7658.28167,1
2006/4/7,2,15.9,7441.52,1
2006/4/7,2.5,15.75,7111.75667,1
2006/4/7,3,15.6,6761.09333,1
2006/4/7,3.5,15.35,6554.385,1
2006/4/7,4,15.1,6396.425,1
2006/4/7,4.5,14.8,6384.60667,1
2006/4/7,5,14.5,6536.705,1
2006/4/7,5.5,14.4,6795.61333,1
2006/4/7,6,14.3,7201.01833,1
2006/4/7,6.5,14.25,7869.03333,1
2006/4/7,7,14.2,8619.24667,1
2006/4/7,7.5,14.8,8838.78667,1
2006/4/7,8,15.4,9150.335,1
2006/4/7,8.5,16.1,9226.48667,1
2006/4/7,9,16.8,9266.29333,1
2006/4/7,9.5,17.7,9326.385,1
2006/4/7,10,18.6,9394.41833,1
2006/4/7,10.5,19.3,9395.16667,1
2006/4/7,11,20,9429.54667,1
2006/4/7,11.5,20.5,9356.03,1
2006/4/7,12,21,9376.455,1
2006/4/7,12.5,21.15,9333.325,1
2006/4/7,13,21.3,9291.105,1
2006/4/7,13.5,22.15,9285.29833,1
2006/4/7,14,23,9255.26167,1
2006/4/7,14.5,23.15,9240.36833,1
2006/4/7,15,23.3,9228.53,1
2006/4/7,15.5,21.95,9183.53833,1
2006/4/7,16,20.6,9150.52333,1
2006/4/7,16.5,19.85,9153.20167,1
2006/4/7,17,19.1,9084.2,1
2006/4/7,17.5,18.85,8980.03333,1
2006/4/7,18,18.6,9242.36167,1
2006/4/7,18.5,18.4,9491.90167,1
2006/4/7,19,18.2,9369.28,1
2006/4/7,19.5,17.65,9101.80833,1
2006/4/7,20,17.1,8941.77,1
2006/4/7,20.5,16.75,8841.58667,1
2006/4/7,21,16.4,8657.12667,1
2006/4/7,21.5,16.7,8419.10667,1
2006/4/7,22,17,8182.55167,1
2006/4/7,22.5,16.9,8402.715,1
2006/4/7,23,16.8,8427.63833,1
2006/4/7,23.5,16.4,8371.82667,1
2006/4/8,0,16,8240.91167,1
2006/4/8,0.5,15.8,8063.96667,1
2006/4/8,1,15.6,7867.55167,1
2006/4/8,1.5,15.2,7650.08833,1
2006/4/8,2,14.8,7380.32333,1
2006/4/8,2.5,14.6,7016.62833,1
2006/4/8,3,14.4,6694.805,1
2006/4/8,3.5,14.25,6435.99667,1
2006/4/8,4,14.1,6324.76667,1
2006/4/8,4.5,13.75,6283.49667,1
2006/4/8,5,13.4,6279.69333,1
2006/4/8,5.5,13.1,6336.79167,1
2006/4/8,6,12.8,6528.15833,1
2006/4/8,6.5,12.9,6765.84333,1
2006/4/8,7,13.00000001,7130.11167,1
2006/4/8,7.5,13.9,7415.50667,1
2006/4/8,8,14.8,7923.495,1
2006/4/8,8.5,16.5,8266.43667,1
2006/4/8,9,18.2,8507.69167,1
2006/4/8,9.5,19,8741.675,1
2006/4/8,10,19.8,8670.09667,1
2006/4/8,10.5,20.3,8684.34,1
2006/4/8,11,20.8,8609.245,1
2006/4/8,11.5,21.25,8503.51333,1
2006/4/8,12,21.7,8389.325,1
2006/4/8,12.5,21.9,8304.05,1
2006/4/8,13,22.1,8238.78333,1
2006/4/8,13.5,22.3,8143.86,1
2006/4/8,14,22.5,8057.72,1
2006/4/8,14.5,22.15,7979.03167,1
2006/4/8,15,21.8,7959.32833,1
2006/4/8,15.5,21.05,7959.71667,1
2006/4/8,16,20.3,7946.25667,1
2006/4/8,16.5,19.75,7987.12833,1
2006/4/8,17,19.2,8055.45,1
2006/4/8,17.5,18.85,8107.085,1
2006/4/8,18,18.5,8430.66,1
2006/4/8,18.5,18.25,8924.49167,1
2006/4/8,19,18,8871.05,1
2006/4/8,19.5,18,8638.11333,1
2006/4/8,20,18,8432.12833,1
2006/4/8,20.5,17.8,8244.93833,1
2006/4/8,21,17.6,8106.205,1
2006/4/8,21.5,17.15,7946.33667,1
2006/4/8,22,16.7,7850.4,1
2006/4/8,22.5,16.35,7859.495,1
2006/4/8,23,16,7821.18833,1
2006/4/8,23.5,15.6,7800.275,1
2006/4/9,0,15.2,7547.72667,0
2006/4/9,0.5,15,7371.985,0
2006/4/9,1,14.8,7186.76,0
2006/4/9,1.5,14.85,7060.61167,0
2006/4/9,2,14.9,6892.06333,0
2006/4/9,2.5,14.35,6585.06333,0
2006/4/9,3,13.8,6313.65667,0
2006/4/9,3.5,13.9,6121.56,0
2006/4/9,4,14,6019.92,0
2006/4/9,4.5,13.95,5974.56667,0
2006/4/9,5,13.9,6030.07833,0
2006/4/9,5.5,13.7,6061.44167,0
2006/4/9,6,13.5,6165.72,0
2006/4/9,6.5,13.6,6332.02167,0
2006/4/9,7,13.7,6574.78333,0
2006/4/9,7.5,14.3,6826.37667,0
2006/4/9,8,14.9,7252.59333,0
2006/4/9,8.5,16.1,7650.86833,0
2006/4/9,9,17.3,7902.985,0
2006/4/9,9.5,18.35,8081.39,0
2006/4/9,10,19.4,8176.1,0
2006/4/9,10.5,19.95,8184.06333,0
2006/4/9,11,20.5,8159.85667,0
2006/4/9,11.5,21.25,8078.88833,0
2006/4/9,12,22,7960.12833,0
2006/4/9,12.5,22,7997.09333,0
2006/4/9,13,22,7904.85333,0
2006/4/9,13.5,22.25,7841.205,0
2006/4/9,14,22.5,7749.21167,0
2006/4/9,14.5,22.8,7701.24,0
2006/4/9,15,23.1,7671.89,0
2006/4/9,15.5,22.1,7686.55333,0
2006/4/9,16,21.1,7725.54333,0
2006/4/9,16.5,20.75,7801.15833,0
2006/4/9,17,20.4,7870.28667,0
2006/4/9,17.5,20.25,7957.95167,0
2006/4/9,18,20.1,8465.60333,0
2006/4/9,18.5,20.1,8997.755,0
2006/4/9,19,20.1,8948.08333,0
2006/4/9,19.5,20.05,8744.76,0
2006/4/9,20,20,8562.3,0
2006/4/9,20.5,19.85,8392.91333,0
2006/4/9,21,19.7,8237.36,0
2006/4/9,21.5,19.6,8070.35,0
2006/4/9,22,19.5,7774.50667,0
2006/4/9,22.5,19.25,7806.62667,0
2006/4/9,23,19,7701.78833,0
2006/4/9,23.5,18.5,7666.16667,0
2006/4/10,0,18,7443.54333,0
2006/4/10,0.5,18.15,7299.535,0
2006/4/10,1,18.3,7132.835,0
2006/4/10,1.5,18.15,7035.12,0
2006/4/10,2,18,6917.66833,0
2006/4/10,2.5,17.85,6596.89667,0
2006/4/10,3,17.7,6337.71667,0
2006/4/10,3.5,17.45,6270.48333,0
2006/4/10,4,17.2,6214.14833,0
2006/4/10,4.5,16.55,6219.80333,0
2006/4/10,5,15.9,6346.03833,0
2006/4/10,5.5,15.65,6631.12167,0
2006/4/10,6,15.4,7086.64667,0
2006/4/10,6.5,15.45,7746.495,0
2006/4/10,7,15.5,8466.18167,0
2006/4/10,7.5,16.2,8751.61,0
2006/4/10,8,16.9,9053.09,0
2006/4/10,8.5,17.95,9172.82,0
2006/4/10,9,19,9207.08667,0
2006/4/10,9.5,20.25,9314.84167,0
2006/4/10,10,21.50000001,9396.32833,0
2006/4/10,10.5,23.4,9459.005,0
2006/4/10,11,25.3,9478.21167,0
2006/4/10,11.5,27.20000001,9416.48333,0
2006/4/10,12,29.1,9453.205,0
2006/4/10,12.5,29.1,9433.47,0
2006/4/10,13,29.09999999,9369.52167,0
2006/4/10,13.5,27.5,9411.04833,0
2006/4/10,14,25.9,9386.005,0
2006/4/10,14.5,25.85,9428.16333,0
2006/4/10,15,25.8,9371.525,0
2006/4/10,15.5,25.2,9330.09,0
2006/4/10,16,24.6,9335.80667,0
2006/4/10,16.5,24.5,9400.47167,0
2006/4/10,17,24.4,9328.58833,0
2006/4/10,17.5,24.1,9441.17333,0
2006/4/10,18,23.8,9736.35333,0
2006/4/10,18.5,23.75,10020.53,0
2006/4/10,19,23.7,9912.93,0
2006/4/10,19.5,23.65,9610.61667,0
2006/4/10,20,23.6,9357.29333,0
2006/4/10,20.5,23.5,9174.95167,0
2006/4/10,21,23.4,8984.25,0
2006/4/10,21.5,23.15,8709.06167,0
2006/4/10,22,22.9,8355.405,0
2006/4/10,22.5,22.65,8467.08833,0
2006/4/10,23,22.4,8418.75833,0
2006/4/10,23.5,21.85,8396.71,0
2006/4/11,0,21.3,8194.28333,0
2006/4/11,0.5,21.4,8072.45667,0
2006/4/11,1,21.5,7879.94833,0
2006/4/11,1.5,20.8,7753.05833,0
2006/4/11,2,20.1,7522.03,0
2006/4/11,2.5,19.95,7158.29833,0
2006/4/11,3,19.8,6817.11333,0
2006/4/11,3.5,19.75,6589.5,0
2006/4/11,4,19.7,6495.365,0
2006/4/11,4.5,19.15,6474.81333,0
2006/4/11,5,18.6,6494.16667,0
2006/4/11,5.5,18.15,6813.265,0
2006/4/11,6,17.7,7188.52167,0
2006/4/11,6.5,18.5,7890.45167,0
2006/4/11,7,19.3,8546.60667,0
2006/4/11,7.5,19.85,8705.375,0
2006/4/11,8,20.4,9059.90833,0
2006/4/11,8.5,22.25000001,9174.89,0
2006/4/11,9,24.1,9227.45167,0
2006/4/11,9.5,25.8,9361.85,0
2006/4/11,10,27.5,9378.15833,0
2006/4/11,10.5,28.3,9373.73333,0
2006/4/11,11,29.1,9617.565,0
2006/4/11,11.5,29.8,9601.32667,0
2006/4/11,12,30.5,9657.14333,0
2006/4/11,12.5,31.1,9684.27833,0
2006/4/11,13,31.7,9707.08667,0
2006/4/11,13.5,31,9715.44667,0
2006/4/11,14,30.3,9789.19,0
2006/4/11,14.5,29.5,9836.4,0
2006/4/11,15,28.7,9803.45,0
2006/4/11,15.5,28,9732.14333,0
2006/4/11,16,27.3,9766.115,0
2006/4/11,16.5,26.55,9717.63,0
2006/4/11,17,25.8,9629.10167,0
2006/4/11,17.5,25.7,9637.98,0
2006/4/11,18,25.6,9908.64333,0
2006/4/11,18.5,25.4,10131.62,0
2006/4/11,19,25.2,9964.685,0
2006/4/11,19.5,24.95,9593.04333,0
2006/4/11,20,24.7,9295.49167,0
2006/4/11,20.5,24.7,9147.98167,0
2006/4/11,21,24.7,8945.37167,0
2006/4/11,21.5,24.4,8650.655,0
2006/4/11,22,24.09999999,8382.085,0
2006/4/11,22.5,23.15,8487.56833,0
2006/4/11,23,22.2,8311.89333,0
2006/4/11,23.5,21.75,8287.86333,0
2006/4/12,0,21.3,8162.98667,0
2006/4/12,0.5,21.3,7978.86667,0
2006/4/12,1,21.3,7755.03333,0
2006/4/12,1.5,21.3,7627.2,0
2006/4/12,2,21.3,7373.19333,0
2006/4/12,2.5,21.15,6960.78167,0
2006/4/12,3,21,6692.16667,0
2006/4/12,3.5,20.85,6508.755,0
2006/4/12,4,20.7,6374.74833,0
2006/4/12,4.5,20.15,6402.87833,0
2006/4/12,5,19.6,6446.035,0
2006/4/12,5.5,18.65,6720.53167,0
2006/4/12,6,17.7,7112.19833,0
2006/4/12,6.5,17.65,7767.765,0
2006/4/12,7,17.6,8393.89833,0
2006/4/12,7.5,18.15,8630.41333,0
2006/4/12,8,18.7,9011.95167,0
2006/4/12,8.5,19.65,9217.31833,0
2006/4/12,9,20.6,9336.98333,0
2006/4/12,9.5,21.8,9560.855,0
2006/4/12,10,23,9705.37167,0
2006/4/12,10.5,23.6,9809.39833,0
2006/4/12,11,24.2,9891.20167,0
2006/4/12,11.5,24.35,9862.76333,0
2006/4/12,12,24.5,9962.11333,0
2006/4/12,12.5,24.15,9975.50833,0
2006/4/12,13,23.79999999,10029.70667,0
2006/4/12,13.5,22.6,10068.635,0
2006/4/12,14,21.4,10137.51167,0
2006/4/12,14.5,20.25,10190.29333,0
2006/4/12,15,19.1,10202.515,0
2006/4/12,15.5,19.2,10145.63833,0
2006/4/12,16,19.3,10138.78167,0
2006/4/12,16.5,19.45,10097.64667,0
2006/4/12,17,19.6,10048.80667,0
2006/4/12,17.5,19.55,9878.54833,0
2006/4/12,18,19.5,9976.56333,0
2006/4/12,18.5,19.45,10152.12667,0
2006/4/12,19,19.4,9995.28167,0
2006/4/12,19.5,19.5,9637.775,0
2006/4/12,20,19.6,9398.94333,0
2006/4/12,20.5,19.6,9181.80167,0
2006/4/12,21,19.6,8966.02167,0
2006/4/12,21.5,19.55,8702.03,0
2006/4/12,22,19.5,8443.94833,0
2006/4/12,22.5,19.35,8550.4,0
2006/4/12,23,19.2,8410.595,0
2006/4/12,23.5,19.05,8394.03,0
2006/4/13,0,18.9,8258.935,0
2006/4/13,0.5,18.85,8043.21333,0
2006/4/13,1,18.8,7884.37667,0
2006/4/13,1.5,18.65,7748.685,0
2006/4/13,2,18.5,7508.345,0
2006/4/13,2.5,18.3,7087.71833,0
2006/4/13,3,18.1,6781.575,0
2006/4/13,3.5,17.8,6553.04667,0
2006/4/13,4,17.5,6445.37,0
2006/4/13,4.5,17.15,6438.93333,0
2006/4/13,5,16.8,6505.61333,0
2006/4/13,5.5,16.45,6787.49833,0
2006/4/13,6,16.1,7177.66667,0
2006/4/13,6.5,16.15,7841.415,0
2006/4/13,7,16.2,8388.66833,0
2006/4/13,7.5,16.75,8611.68667,0
2006/4/13,8,17.3,9038.49667,0
2006/4/13,8.5,18.45,9266.33333,0
2006/4/13,9,19.6,9380.53167,0
2006/4/13,9.5,20.55,9593.79167,0
2006/4/13,10,21.50000001,9719.47667,0
2006/4/13,10.5,22.95,9819.73,0
2006/4/13,11,24.4,9893.645,0
2006/4/13,11.5,25.5,9855.05833,0
2006/4/13,12,26.6,9825.58833,0
2006/4/13,12.5,26.55,9727.92167,0
2006/4/13,13,26.5,9649.76,0
2006/4/13,13.5,26.2,9639.17833,0
2006/4/13,14,25.9,9633.44167,0
2006/4/13,14.5,25.95,9604.595,0
2006/4/13,15,26,9465.66333,0
2006/4/13,15.5,24.95,9444.13,0
2006/4/13,16,23.9,9380.07667,0
2006/4/13,16.5,23.3,9398.44333,0
2006/4/13,17,22.7,9425.265,0
2006/4/13,17.5,22.5,9498.835,0
2006/4/13,18,22.3,9743.67333,0
2006/4/13,18.5,22.2,9845.23333,0
2006/4/13,19,22.1,9635.555,0
2006/4/13,19.5,22,9373.13667,0
2006/4/13,20,21.9,9172.38833,0
2006/4/13,20.5,21.7,8972.88333,0
2006/4/13,21,21.5,8808.45667,0
2006/4/13,21.5,21.35,8500.71667,0
2006/4/13,22,21.2,8255.88667,0
2006/4/13,22.5,20.6,8430.25333,0
2006/4/13,23,20,8353.775,0
2006/4/13,23.5,19.85,8339.285,0
2006/4/14,0,19.7,8167.33333,1
2006/4/14,0.5,19.65,7990.12333,1
2006/4/14,1,19.6,7771.85833,1
2006/4/14,1.5,19.45,7536.92833,1
2006/4/14,2,19.3,7295.10333,1
2006/4/14,2.5,19.35,6888.17833,1
2006/4/14,3,19.4,6580.91667,1
2006/4/14,3.5,19.6,6306.50333,1
2006/4/14,4,19.8,6200.69167,1
2006/4/14,4.5,19.4,6111.34667,1
2006/4/14,5,19,6117.66333,1
2006/4/14,5.5,18.7,6188.47833,1
2006/4/14,6,18.4,6253.09167,1
2006/4/14,6.5,18.4,6465.33667,1
2006/4/14,7,18.4,6558.05,1
2006/4/14,7.5,18.3,6726.39167,1
2006/4/14,8,18.2,7027.53,1
2006/4/14,8.5,18,7271.52167,1
2006/4/14,9,17.8,7584.06667,1
2006/4/14,9.5,18.1,7797.51833,1
2006/4/14,10,18.4,7941.88833,1
2006/4/14,10.5,19,8028.89167,1
2006/4/14,11,19.6,8047.55167,1
2006/4/14,11.5,20.45,8004.16667,1
2006/4/14,12,21.3,7942.14,1
2006/4/14,12.5,21.8,8031.28,1
2006/4/14,13,22.3,7986.25667,1
2006/4/14,13.5,22.7,7950.02167,1
2006/4/14,14,23.1,7872.07667,1
2006/4/14,14.5,22.9,7770.89,1
2006/4/14,15,22.7,7755.81,1
2006/4/14,15.5,22.05,7712.305,1
2006/4/14,16,21.4,7728.47667,1
2006/4/14,16.5,20.75,7719.60333,1
2006/4/14,17,20.1,7800.895,1
2006/4/14,17.5,19.55,7931.12833,1
2006/4/14,18,19,8541.72833,1
2006/4/14,18.5,18.5,8750.55833,1
2006/4/14,19,18,8643.00833,1
2006/4/14,19.5,17.55,8307.85333,1
2006/4/14,20,17.1,8110.06167,1
2006/4/14,20.5,16.75,8037.61167,1
2006/4/14,21,16.4,7903.945,1
2006/4/14,21.5,16,7704.36,1
2006/4/14,22,15.6,7561.76167,1
2006/4/14,22.5,15.4,7739.675,1
2006/4/14,23,15.2,7745.045,1
2006/4/14,23.5,14.85,7727.455,1
2006/4/15,0,14.5,7649.885,1
2006/4/15,0.5,14.25,7454.93333,1
2006/4/15,1,14,7358.11333,1
2006/4/15,1.5,13.7,7145.935,1
2006/4/15,2,13.4,6885.57,1
2006/4/15,2.5,13.1,6542.09167,1
2006/4/15,3,12.8,6225.15833,1
2006/4/15,3.5,12.45,6058.85667,1
2006/4/15,4,12.1,5864.49667,1
2006/4/15,4.5,11.85,5918.94333,1
2006/4/15,5,11.6,5827.47333,1
2006/4/15,5.5,11.55,5999.78167,1
2006/4/15,6,11.5,6064.75,1
2006/4/15,6.5,11.45,6309.87333,1
2006/4/15,7,11.4,6512.46833,1
2006/4/15,7.5,12.15,6787.71667,1
2006/4/15,8,12.9,7216.15833,1
2006/4/15,8.5,13.7,7644.55667,1
2006/4/15,9,14.5,7945.78833,1
2006/4/15,9.5,15.75,8210.85167,1
2006/4/15,10,17.00000001,8196.525,1
2006/4/15,10.5,18.05,8231.025,1
2006/4/15,11,19.1,8124.07,1
2006/4/15,11.5,19.8,8029.89333,1
2006/4/15,12,20.5,7956.15333,1
2006/4/15,12.5,20.6,7881.60667,1
2006/4/15,13,20.7,7874.65,1
2006/4/15,13.5,21,7751.13167,1
2006/4/15,14,21.3,7727.41333,1
2006/4/15,14.5,21.1,7647.49833,1
2006/4/15,15,20.9,7638.14833,1
2006/4/15,15.5,20.1,7612.755,1
2006/4/15,16,19.3,7563.08333,1
2006/4/15,16.5,18.45,7704.17,1
2006/4/15,17,17.6,7816.52,1
2006/4/15,17.5,17.2,7901.37,1
2006/4/15,18,16.8,8322.425,1
2006/4/15,18.5,16.7,8688.275,1
2006/4/15,19,16.6,8564.32833,1
2006/4/15,19.5,16.55,8338.67333,1
2006/4/15,20,16.5,8164.96,1
2006/4/15,20.5,16.4,8062.255,1
2006/4/15,21,16.3,7845.345,1
2006/4/15,21.5,16.3,7735.855,1
2006/4/15,22,16.3,7605.89,1
2006/4/15,22.5,15.45,7706.405,1
2006/4/15,23,14.6,7666.98667,1
2006/4/15,23.5,14.15,7621.71,1
2006/4/16,0,13.7,7442.86167,0
2006/4/16,0.5,13.3,7257.90333,0
2006/4/16,1,12.9,7096.22333,0
2006/4/16,1.5,12.6,6945.39667,0
2006/4/16,2,12.3,6766.77667,0
2006/4/16,2.5,12.05,6428.295,0
2006/4/16,3,11.8,6144.40167,0
2006/4/16,3.5,11.65,6018.79833,0
2006/4/16,4,11.5,5954.09833,0
2006/4/16,4.5,11.4,5946.92833,0
2006/4/16,5,11.3,5927.70833,0
2006/4/16,5.5,11.15,5998.96167,0
2006/4/16,6,11,6052.74833,0
2006/4/16,6.5,11,6213.27833,0
2006/4/16,7,11,6403.83333,0
2006/4/16,7.5,11.75,6687.39333,0
2006/4/16,8,12.5,7071.00167,0
2006/4/16,8.5,13.3,7482.85333,0
2006/4/16,9,14.1,7750.77333,0
2006/4/16,9.5,15.2,7893.18333,0
2006/4/16,10,16.30000001,7947.88333,0
2006/4/16,10.5,18,7907.965,0
2006/4/16,11,19.7,7848.00167,0
2006/4/16,11.5,21.05,7720.90333,0
2006/4/16,12,22.4,7679.04333,0
2006/4/16,12.5,22.3,7575.32833,0
2006/4/16,13,22.2,7440.80667,0
2006/4/16,13.5,22.4,7311.72833,0
2006/4/16,14,22.6,7171.02667,0
2006/4/16,14.5,22.75,7121.16833,0
2006/4/16,15,22.9,7043.86333,0
2006/4/16,15.5,22.6,7108.19667,0
2006/4/16,16,22.3,7117.68333,0
2006/4/16,16.5,21.8,7254.43333,0
2006/4/16,17,21.3,7346.44,0
2006/4/16,17.5,21.2,7499.075,0
2006/4/16,18,21.1,8039.67333,0
2006/4/16,18.5,21.1,8431.04833,0
2006/4/16,19,21.1,8405.93,0
2006/4/16,19.5,21.05,8269.475,0
2006/4/16,20,21,8110.035,0
2006/4/16,20.5,20.9,8069.69,0
2006/4/16,21,20.8,7958.48167,0
2006/4/16,21.5,20.25,7804.20833,0
2006/4/16,22,19.7,7655.19,0
2006/4/16,22.5,19.05,7765.30167,0
2006/4/16,23,18.4,7660.66833,0
2006/4/16,23.5,18.05,7600.39,0
2006/4/17,0,17.7,7402.55167,0
2006/4/17,0.5,17.65,7206.095,0
2006/4/17,1,17.6,7088.83667,0
2006/4/17,1.5,17.2,6917.48333,0
2006/4/17,2,16.8,6775.125,0
2006/4/17,2.5,16.65,6402.94833,0
2006/4/17,3,16.5,6164.11667,0
2006/4/17,3.5,16.7,6013.93333,0
